Final_Submission,Inspiration,Dino_Similarity,Color_Similarity,Contrast_Similarity,ResNet_Similarity,Source
1_data\1\final\2.png,data\1\ai\1B_16_4.png,0.9495767161955797,0.5904188510653342,0.8845389129490779,0.7520402233480601,AI
1_data\1\final\2.png,data\1\ai\1B_17_1.png,0.9278196300860694,0.8128972938710537,0.9464666320072659,0.8341690521966257,AI
1_data\1\final\2.png,data\1\ai\1B_17_2.png,0.9437606655612193,0.8263653256456072,0.9263774877483191,0.8271103510458453,AI
1_data\1\final\2.png,data\1\ai\1B_17_3.png,0.9373199513061524,0.7702367050205597,0.9184896439551505,0.8491237713625741,AI
1_data\1\final\2.png,data\1\ai\1B_17_4.png,0.9087967690555804,0.7417406762983741,0.9504980588532606,0.8279394190107244,AI
1_data\1\final\2.png,data\1\ai\1B_18_1.png,0.9375076716249955,0.6529455907650308,0.9370308136475535,0.7249033794080794,AI
1_data\1\final\2.png,data\1\ai\1B_18_2.png,0.9199375182455325,0.7954398106560572,0.941681621087266,0.751601424745638,AI
1_data\1\final\2.png,data\1\ai\1B_18_3.png,0.9261954645181535,0.6836427193606872,0.8958689591856973,0.7229198940262809,AI
1_data\1\final\2.png,data\1\ai\1B_18_4.png,0.9615827857857606,0.7358585772882503,0.9647870208801278,0.8102978083048956,AI
1_data\1\final\5.png,data\1\web\1A_1.jpg,0.656462915696252,0.6045412313522086,0.742286315396306,0.7892077290902851,Web
1_data\1\final\5.png,data\1\web\1A_10.jpg,0.44858227115268146,0.9498547617875965,0.5949695723770371,0.6341790901431703,Web
1_data\1\final\5.png,data\1\web\1A_2.jpg,0.8682863227084442,0.878313968612946,0.934060395017418,0.7197251059595245,Web
1_data\1\final\5.png,data\1\web\1A_3.jpg,0.7910668835868087,0.8319551491272169,0.8783640644729455,0.8384085580296957,Web
1_data\1\final\5.png,data\1\web\1A_4.jpg,0.8029295361918626,0.8618701915002045,0.8269959764467208,0.7891581285646695,Web
1_data\1\final\5.png,data\1\web\1A_5.jpg,0.8362607009260877,0.9201154085001328,0.9695151232074898,0.7589037362533295,Web
1_data\1\final\5.png,data\1\web\1A_6.jpg,0.5047262061923495,0.6592560925234213,0.7563396601107942,0.731090589682223,Web
1_data\1\final\5.png,data\1\web\1A_7.jpg,0.836726488241292,0.7541128870572633,0.8917929607705384,0.7000855475156162,Web
1_data\1\final\5.png,data\1\web\1A_8.jpg,0.8040875129037851,0.7132810254833669,0.9279769032781049,0.7635901824597651,Web
1_data\1\final\5.png,data\1\web\1A_9.jpg,0.8507885135944604,0.8522176602980152,0.9313371464641407,0.8180593799709328,Web
1_data\1\final\5.png,data\1\web\1B_1.JPG,0.569737132242699,0.8464481026117839,0.8813968124431018,0.7410084451054753,Web
1_data\1\final\5.png,data\1\web\1B_10.JPG,0.8235176701412187,0.8230618695674331,0.9523670186593169,0.8053420408859382,Web
1_data\1\final\5.png,data\1\web\1B_2.JPG,0.5042889951966268,0.7837958381639695,0.9434963258854066,0.7570441986212875,Web
1_data\1\final\5.png,data\1\web\1B_3.JPG,0.6176934832866218,0.7180233458316487,0.9278598690646006,0.7893126079554637,Web
1_data\1\final\5.png,data\1\web\1B_4.JPG,0.5843159405912707,0.8566284043487277,0.9279005181924723,0.8142319977275889,Web
1_data\1\final\5.png,data\1\web\1B_5.JPG,0.44599250037249183,0.7615031493142926,0.9562674796430758,0.7467203259365166,Web
1_data\1\final\5.png,data\1\web\1B_6.JPG,0.7597569413373251,0.8750703973826253,0.9810976140930414,0.7566478229306229,Web
1_data\1\final\5.png,data\1\web\1B_7.JPG,0.7835995633812769,0.9220720536037484,0.8676843778428374,0.7757794848476555,Web
1_data\1\final\5.png,data\1\web\1B_8.JPG,0.4570309235847216,0.7832543013693164,0.9731927234534927,0.7455533744774872,Web
1_data\1\final\5.png,data\1\web\1B_9.JPG,0.7176305610084469,0.5604904293357508,0.8111717012089458,0.7576045881450352,Web
1_data\1\final\5.png,data\1\ai\1A_11.png,0.8468455838171768,0.18248690977617366,0.7705998200985767,0.6438535494666416,AI
1_data\1\final\5.png,data\1\ai\1A_12.png,0.8468455838171768,0.18248690977617366,0.7705998200985767,0.6438535494666416,AI
1_data\1\final\5.png,data\1\ai\1A_13.png,0.8757329635633438,0.14975384593529645,0.7512538834426701,0.650873684334006,AI
1_data\1\final\5.png,data\1\ai\1B_11.png,0.8453023956417031,0.6543766554588936,0.9218844614111572,0.7492345262295453,AI
1_data\1\final\5.png,data\1\ai\1B_12_1.png,0.7772338034068176,0.41873547838058023,0.8026639188677137,0.6615048017433246,AI
1_data\1\final\5.png,data\1\ai\1B_12_2.png,0.8478952114395424,0.65329492055779,0.9211486145033504,0.7567065293842673,AI
1_data\1\final\5.png,data\1\ai\1B_12_3.png,0.8553409153659345,0.4776825631069473,0.8202699176697139,0.6621053644789638,AI
1_data\1\final\5.png,data\1\ai\1B_12_4.png,0.9042254948670246,0.37668198474691944,0.784284843737735,0.7451812098425226,AI
1_data\1\final\5.png,data\1\ai\1B_13_1.png,0.8522360681386946,0.8187674091875643,0.9575257902295015,0.7871663942833627,AI
1_data\1\final\5.png,data\1\ai\1B_13_2.png,0.71899673661945,0.8029647078547543,0.8794938903717398,0.8059191424658328,AI
1_data\1\final\5.png,data\1\ai\1B_13_3.png,0.6465873546088772,0.791084255369699,0.8538285038406981,0.7692367148661292,AI
1_data\1\final\5.png,data\1\ai\1B_13_4.png,0.8827312841273595,0.8122757158684695,0.9530085790488133,0.7967837540816652,AI
1_data\1\final\5.png,data\1\ai\1B_14.png,0.8078234484043552,0.7307060776612692,0.8519207657716331,0.7142609063708661,AI
1_data\1\final\5.png,data\1\ai\1B_15_1.png,0.7234756564265428,0.736101096816163,0.8546486807705496,0.666202817834785,AI
1_data\1\final\5.png,data\1\ai\1B_15_2.png,0.8002921493664477,0.7025756395704287,0.8515847578470161,0.7196544011065952,AI
1_data\1\final\5.png,data\1\ai\1B_15_3.png,0.835939602141842,0.7660308987150869,0.8684476154445436,0.7148936076760188,AI
1_data\1\final\5.png,data\1\ai\1B_15_4.png,0.41037998164573786,0.6366463908371974,0.835440059895877,0.7976988462842752,AI
1_data\1\final\5.png,data\1\ai\1B_16_1.png,0.8563150533199739,0.7704083002345476,0.9048925390955291,0.7274741435834515,AI
1_data\1\final\5.png,data\1\ai\1B_16_2.png,0.8475236523628161,0.8194776357990613,0.9567976379078477,0.8155100415085694,AI
1_data\1\final\5.png,data\1\ai\1B_16_3.png,0.80820330599072,0.8208418006753412,0.9645978358834886,0.7848034595241767,AI
1_data\1\final\5.png,data\1\ai\1B_16_4.png,0.8240498455335326,0.5734086853817197,0.9332221886047032,0.7039879197544914,AI
1_data\1\final\5.png,data\1\ai\1B_17_1.png,0.843280972386567,0.7963647563847746,0.8708139494553621,0.7043744396171718,AI
1_data\1\final\5.png,data\1\ai\1B_17_2.png,0.8536537748176154,0.8081796482948641,0.8650222109189293,0.7255222611283413,AI
1_data\1\final\5.png,data\1\ai\1B_17_3.png,0.8347658314922201,0.7554208181092463,0.8449242142918215,0.7475700697144494,AI
1_data\1\final\5.png,data\1\ai\1B_17_4.png,0.8417792098358219,0.7140263561524968,0.8788973343181357,0.783118112938897,AI
1_data\1\final\5.png,data\1\ai\1B_18_1.png,0.856914219100581,0.6486084196634714,0.8434191489387636,0.7463426977447348,AI
1_data\1\final\5.png,data\1\ai\1B_18_2.png,0.8300655957869404,0.7764247973223485,0.8836763749750987,0.7302103142632524,AI
1_data\1\final\5.png,data\1\ai\1B_18_3.png,0.7829881506066064,0.6012619035623298,0.8107133764655393,0.7127829606875126,AI
1_data\1\final\5.png,data\1\ai\1B_18_4.png,0.8527009185253913,0.7341556284760912,0.9072919020158037,0.7376507144912864,AI
1_data\1\final\6.png,data\1\web\1A_1.jpg,0.7372748733333307,0.5663875833535958,0.9106830104331041,0.8472131334050059,Web
1_data\1\final\6.png,data\1\web\1A_10.jpg,0.4224713117301098,0.9129208433247015,0.46949264157930404,0.579662863191948,Web
1_data\1\final\6.png,data\1\web\1A_2.jpg,0.8091732277664753,0.8765357086590386,0.8573880868961273,0.8398393671444297,Web
1_data\1\final\6.png,data\1\web\1A_3.jpg,0.7420615741551684,0.8366965150496363,0.9123539464863217,0.8193167479388598,Web
1_data\1\final\6.png,data\1\web\1A_4.jpg,0.8935153312497772,0.9104460925757977,0.9691520382074431,0.786056542349502,Web
1_data\1\final\6.png,data\1\web\1A_5.jpg,0.8450355717874329,0.9439416749431528,0.7831766841021852,0.8251293296210429,Web
1_data\1\final\6.png,data\1\web\1A_6.jpg,0.4683529684408933,0.6571066582282491,0.6166483950795548,0.6128042632026717,Web
1_data\1\final\6.png,data\1\web\1A_7.jpg,0.8912126286719682,0.7499049479091573,0.8447461352085791,0.7671989153018532,Web
1_data\1\final\6.png,data\1\web\1A_8.jpg,0.7554847481130866,0.7134053113155334,0.8519463203026469,0.8024810654278605,Web
1_data\1\final\6.png,data\1\web\1A_9.jpg,0.8640805175613153,0.8456903197976869,0.8537384669168931,0.855403112202656,Web
1_data\1\final\6.png,data\1\web\1B_1.JPG,0.6691239652367066,0.8529253741116686,0.7890295585941077,0.6943291012015165,Web
1_data\1\final\6.png,data\1\web\1B_10.JPG,0.7848253335630704,0.8194970409352083,0.8567118090503797,0.7943107982861787,Web
1_data\1\final\6.png,data\1\web\1B_2.JPG,0.674178828382111,0.7510550069274239,0.8333824917817255,0.7590445031877979,Web
1_data\1\final\6.png,data\1\web\1B_3.JPG,0.6799436825658778,0.7068763621258792,0.7420389732377769,0.8799461593257799,Web
1_data\1\final\6.png,data\1\web\1B_4.JPG,0.7018941105652768,0.8501358495381267,0.872609703040494,0.8349206662089778,Web
1_data\1\final\6.png,data\1\web\1B_5.JPG,0.6077537425964766,0.7581662812895922,0.8442127031120699,0.8438151224503603,Web
1_data\1\final\6.png,data\1\web\1B_6.JPG,0.7759825353849246,0.8841447773706499,0.8135980889633737,0.7088347374227985,Web
1_data\1\final\6.png,data\1\web\1B_7.JPG,0.8832326078023875,0.9360824114095684,0.9350825816616174,0.8035017863956042,Web
1_data\1\final\6.png,data\1\web\1B_8.JPG,0.6035022287228702,0.8314763008252357,0.814654583453785,0.7331588137589715,Web
1_data\1\final\6.png,data\1\web\1B_9.JPG,0.6431296199515981,0.5448475749240487,0.9810578881473524,0.7344013979849224,Web
1_data\1\final\6.png,data\1\ai\1A_11.png,0.9049245104571553,0.17579668526587922,0.9343861430461309,0.6764612349663137,AI
1_data\1\final\6.png,data\1\ai\1A_12.png,0.9049245104571553,0.17579668526587922,0.9343861430461309,0.6764612349663137,AI
1_data\1\final\6.png,data\1\ai\1A_13.png,0.8928178548993376,0.14327657443541197,0.919804275589286,0.6627209252137094,AI
1_data\1\final\6.png,data\1\ai\1B_11.png,0.9195513698534736,0.7060757514205834,0.8832102821671165,0.7685992999041146,AI
1_data\1\final\6.png,data\1\ai\1B_12_1.png,0.8898117197827192,0.42415186193803356,0.9722209133343706,0.681722854438473,AI
1_data\1\final\6.png,data\1\ai\1B_12_2.png,0.9209588372422758,0.7050335678475381,0.8838327506644695,0.7732525362553864,AI
1_data\1\final\6.png,data\1\ai\1B_12_3.png,0.9081117404695987,0.47120529160706265,0.949450368081315,0.6985892828476401,AI
1_data\1\final\6.png,data\1\ai\1B_12_4.png,0.8978294854864629,0.38156118719658927,0.9668766515216676,0.7297497685621263,AI
1_data\1\final\6.png,data\1\ai\1B_13_1.png,0.860622849827501,0.8298747700553237,0.8281397054979873,0.7436303096063738,AI
1_data\1\final\6.png,data\1\ai\1B_13_2.png,0.8860812050828003,0.8424374983076149,0.9246131197464745,0.8339027305839252,AI
1_data\1\final\6.png,data\1\ai\1B_13_3.png,0.793121300110105,0.7924421446131585,0.9444774801618734,0.7830365881008982,AI
1_data\1\final\6.png,data\1\ai\1B_13_4.png,0.9252195196305637,0.8591791356015892,0.7741510711701182,0.8554233595014493,AI
1_data\1\final\6.png,data\1\ai\1B_14.png,0.8782574505035936,0.7289738623464911,0.9560085349875419,0.7264535297442729,AI
1_data\1\final\6.png,data\1\ai\1B_15_1.png,0.7845085848040385,0.7720487249468218,0.9303901547399211,0.6745854137923849,AI
1_data\1\final\6.png,data\1\ai\1B_15_2.png,0.8784706686625363,0.7036975709779228,0.9538752458221698,0.7389258658010107,AI
1_data\1\final\6.png,data\1\ai\1B_15_3.png,0.9007294130643989,0.7708281785097864,0.9298126923048415,0.7561016815060262,AI
1_data\1\final\6.png,data\1\ai\1B_15_4.png,0.5784281145408819,0.630364751447833,0.9676952808008884,0.7973410368770266,AI
1_data\1\final\6.png,data\1\ai\1B_16_1.png,0.9200889660464386,0.8187636776990597,0.8942043053771628,0.7409909831493731,AI
1_data\1\final\6.png,data\1\ai\1B_16_2.png,0.936937149087335,0.8625152717597554,0.8317441780896611,0.8749316854531782,AI
1_data\1\final\6.png,data\1\ai\1B_16_3.png,0.8798203811011917,0.8349944202264947,0.816775481925489,0.8163807824852509,AI
1_data\1\final\6.png,data\1\ai\1B_16_4.png,0.8958003660328716,0.5678246936482951,0.8055929156864955,0.7654154389509928,AI
1_data\1\final\6.png,data\1\ai\1B_17_1.png,0.8470930667901114,0.8034535391281006,0.9193265282651852,0.7228560454015144,AI
1_data\1\final\6.png,data\1\ai\1B_17_2.png,0.8668402404804362,0.8149166836070544,0.9110707623436453,0.7535681980712895,AI
1_data\1\final\6.png,data\1\ai\1B_17_3.png,0.8714896143524464,0.765073374123453,0.9298457980879068,0.7513710983307923,AI
1_data\1\final\6.png,data\1\ai\1B_17_4.png,0.8772816394629335,0.7093871732772027,0.9121956240861202,0.7711163926683996,AI
1_data\1\final\6.png,data\1\ai\1B_18_1.png,0.9232490251321619,0.6716905961615942,0.9505611321316412,0.7560355831813937,AI
1_data\1\final\6.png,data\1\ai\1B_18_2.png,0.8440353336821106,0.7795473379816364,0.8998337293209219,0.711191672982342,AI
1_data\1\final\6.png,data\1\ai\1B_18_3.png,0.8654611486407213,0.5947846320624451,0.9540765643602788,0.695060039400815,AI
1_data\1\final\6.png,data\1\ai\1B_18_4.png,0.8949644250337024,0.7502095338509549,0.8868352213137606,0.7359842225334545,AI
1_data\1\final\7.png,data\1\web\1A_1.jpg,0.661992400054218,0.6188870481477926,0.865876638551707,0.8383499587046164,Web
1_data\1\final\7.png,data\1\web\1A_10.jpg,0.40635905257019694,0.9480519889511922,0.521124109388706,0.6559833955009323,Web
1_data\1\final\7.png,data\1\web\1A_2.jpg,0.8693643928033618,0.8909358513414614,0.9092298152767109,0.6866190583752657,Web
1_data\1\final\7.png,data\1\web\1A_3.jpg,0.7694461205751533,0.8432868535662064,0.9413233569696517,0.7227337045802336,Web
1_data\1\final\7.png,data\1\web\1A_4.jpg,0.8256705980047422,0.8538848870429027,0.944554030883612,0.7068917466385869,Web
1_data\1\final\7.png,data\1\web\1A_5.jpg,0.8571291772696091,0.9142302608762364,0.8452684913798637,0.7919737886397334,Web
1_data\1\final\7.png,data\1\web\1A_6.jpg,0.4809875162892759,0.6713229297063238,0.6743064188803548,0.6844892353736165,Web
1_data\1\final\7.png,data\1\web\1A_7.jpg,0.826419404652705,0.7684214907060429,0.8855658090062066,0.616849437818751,Web
1_data\1\final\7.png,data\1\web\1A_8.jpg,0.7940909541920009,0.7248063784359796,0.9011736420025549,0.7259112449480177,Web
1_data\1\final\7.png,data\1\web\1A_9.jpg,0.8464773039902271,0.8714636299408219,0.9042732237254035,0.8031409773885345,Web
1_data\1\final\7.png,data\1\web\1B_1.JPG,0.5731851629975779,0.8271106041091806,0.8331452481320326,0.7370561509552895,Web
1_data\1\final\7.png,data\1\web\1B_10.JPG,0.8283254518544773,0.8368311111282811,0.916706252479906,0.8231430588965533,Web
1_data\1\final\7.png,data\1\web\1B_2.JPG,0.49360272325632315,0.7985617820896002,0.8867212885079021,0.7649420378220613,Web
