Final_Submission,Inspiration,Similarity
1_2.png,1B_4.JPG,0.8924988022401039
1_2.png,1B_5.JPG,0.8254753971178114
1_2.png,1B_6.JPG,0.8850505906159483
1_2.png,1B_7.JPG,0.8977857044140451
1_2.png,1B_8.JPG,0.7957193385099481
1_2.png,1B_9.JPG,0.6849834812589111
1_2.png,1A_11.png,0.45885020674719446
1_2.png,1A_12.png,0.45885020674719446
1_2.png,1A_13.png,0.43683042712079345
1_2.png,1B_11.png,0.7020937072842965
1_2.png,1B_12_1.png,0.5810299464804914
1_2.png,1B_12_2.png,0.7013128074266178
1_2.png,1B_12_3.png,0.6642065236412348
1_2.png,1B_12_4.png,0.5518338764373012
1_2.png,1B_13_1.png,0.8565249170948204
1_2.png,1B_13_2.png,0.8267095758673358
1_2.png,1B_13_3.png,0.8467010238118067
1_2.png,1B_13_4.png,0.8221485952702817
1_2.png,1B_14.png,0.8042081294238398
1_2.png,1B_15_1.png,0.7840202867502353
1_2.png,1B_15_2.png,0.7840246509407778
1_2.png,1B_15_3.png,0.8189282838717145
1_2.png,1B_15_4.png,0.7426299165506469
1_2.png,1B_16_1.png,0.7884942043531196
1_2.png,1B_16_2.png,0.8279342175371023
1_2.png,1B_16_3.png,0.8512596177204762
1_2.png,1B_16_4.png,0.6901868293326052
1_2.png,1B_17_1.png,0.8475334424671357
1_2.png,1B_17_2.png,0.8570586313285338
1_2.png,1B_17_3.png,0.8173619836718596
1_2.png,1B_17_4.png,0.7972083294540635
1_2.png,1B_18_1.png,0.734408510309953
1_2.png,1B_18_2.png,0.8351867367679622
1_2.png,1B_18_3.png,0.7561188798925897
1_2.png,1B_18_4.png,0.793048248388712
1_3.png,1A_1.jpg,0.5994750280204575
1_3.png,1A_10.jpg,0.8639099388760986
1_3.png,1A_2.jpg,0.7774413552388468
1_3.png,1A_3.jpg,0.7523166164563356
1_3.png,1A_4.jpg,0.7924341220063871
1_3.png,1A_5.jpg,0.8583763871824528
1_3.png,1A_6.jpg,0.6610408399138307
1_3.png,1A_7.jpg,0.6752959061740569
1_3.png,1A_8.jpg,0.6730171501848616
1_3.png,1A_9.jpg,0.7424265195582276
1_3.png,1B_1.JPG,0.9999407565361582
1_3.png,1B_10.JPG,0.7280265970465947
1_3.png,1B_2.JPG,0.703357931893397
1_3.png,1B_3.JPG,0.6897062343252273
1_3.png,1B_4.JPG,0.7484773823965288
1_3.png,1B_5.JPG,0.7041350482225397
1_3.png,1B_6.JPG,0.800755368527572
1_3.png,1B_7.JPG,0.8230497637253323
1_3.png,1B_8.JPG,0.7851902124362138
1_3.png,1B_9.JPG,0.5750812303522563
1_3.png,1A_11.png,0.2730005888873017
1_3.png,1A_12.png,0.2730005888873017
1_3.png,1A_13.png,0.2498503156836367
1_3.png,1B_11.png,0.7267061849170602
1_3.png,1B_12_1.png,0.4762562844772058
1_3.png,1B_12_2.png,0.7264921208570103
1_3.png,1B_12_3.png,0.48177603552324033
1_3.png,1B_12_4.png,0.44257067843951614
1_3.png,1B_13_1.png,0.7674344352061939
1_3.png,1B_13_2.png,0.782537311858772
1_3.png,1B_13_3.png,0.718555184327908
1_3.png,1B_13_4.png,0.8427334549400134
1_3.png,1B_14.png,0.6678110822522318
1_3.png,1B_15_1.png,0.7333087109663098
1_3.png,1B_15_2.png,0.6565521887947617
1_3.png,1B_15_3.png,0.7100623218286107
1_3.png,1B_15_4.png,0.5946589448207966
1_3.png,1B_16_1.png,0.7821628300856451
1_3.png,1B_16_2.png,0.816404324238063
1_3.png,1B_16_3.png,0.764811889207892
1_3.png,1B_16_4.png,0.5980346769937935
1_3.png,1B_17_1.png,0.7290038451400809
1_3.png,1B_17_2.png,0.7283070225869079
1_3.png,1B_17_3.png,0.7168829194936823
1_3.png,1B_17_4.png,0.6502288164676535
1_3.png,1B_18_1.png,0.6662880760196388
1_3.png,1B_18_2.png,0.707252513047502
1_3.png,1B_18_3.png,0.569176821095233
1_3.png,1B_18_4.png,0.7138305932828863
1_4.png,1A_1.jpg,0.5994406568039972
1_4.png,1A_10.jpg,0.8638755676596384
1_4.png,1A_2.jpg,0.7774069840223865
1_4.png,1A_3.jpg,0.7522822452398754
1_4.png,1A_4.jpg,0.7923997507899269
1_4.png,1A_5.jpg,0.8583420159659926
1_4.png,1A_6.jpg,0.6610064686973705
1_4.png,1A_7.jpg,0.6752615349575966
1_4.png,1A_8.jpg,0.6729827789684013
1_4.png,1A_9.jpg,0.7423921483417673
1_4.png,1B_1.JPG,0.9999751277526185
1_4.png,1B_10.JPG,0.7279922258301343
1_4.png,1B_2.JPG,0.7033235606769368
1_4.png,1B_3.JPG,0.689671863108767
1_4.png,1B_4.JPG,0.7484430111800686
1_4.png,1B_5.JPG,0.7041006770060794
1_4.png,1B_6.JPG,0.8007209973111118
1_4.png,1B_7.JPG,0.823015392508872
1_4.png,1B_8.JPG,0.7851558412197535
1_4.png,1B_9.JPG,0.5750468591357961
1_4.png,1A_11.png,0.2729662176708416
1_4.png,1A_12.png,0.2729662176708416
1_4.png,1A_13.png,0.24981594446717648
1_4.png,1B_11.png,0.7266718137005999
1_4.png,1B_12_1.png,0.4762219132607455
1_4.png,1B_12_2.png,0.7264577496405501
1_4.png,1B_12_3.png,0.48174166430678
1_4.png,1B_12_4.png,0.4425363072230559
1_4.png,1B_13_1.png,0.7674000639897337
1_4.png,1B_13_2.png,0.7825029406423117
1_4.png,1B_13_3.png,0.7185208131114478
1_4.png,1B_13_4.png,0.8426990837235532
1_4.png,1B_14.png,0.6677767110357716
1_4.png,1B_15_1.png,0.7332743397498496
1_4.png,1B_15_2.png,0.6565178175783015
1_4.png,1B_15_3.png,0.7100279506121504
1_4.png,1B_15_4.png,0.5946245736043363
1_4.png,1B_16_1.png,0.7821284588691849
1_4.png,1B_16_2.png,0.8163699530216026
1_4.png,1B_16_3.png,0.7647775179914318
1_4.png,1B_16_4.png,0.5980003057773333
1_4.png,1B_17_1.png,0.7289694739236205
1_4.png,1B_17_2.png,0.7282726513704476
1_4.png,1B_17_3.png,0.716848548277222
1_4.png,1B_17_4.png,0.6501944452511933
1_4.png,1B_18_1.png,0.6662537048031785
1_4.png,1B_18_2.png,0.7072181418310417
1_4.png,1B_18_3.png,0.5691424498787727
1_4.png,1B_18_4.png,0.7137962220664261
1_5.png,1A_1.jpg,0.700299571988307
1_5.png,1A_10.jpg,0.946562274430718
1_5.png,1A_2.jpg,0.8927303440370944
1_5.png,1A_3.jpg,0.8590584456993283
1_5.png,1A_4.jpg,0.8851096652185829
1_5.png,1A_5.jpg,0.9238576583299337
1_5.png,1A_6.jpg,0.7391249787540635
1_5.png,1A_7.jpg,0.8029701819558889
1_5.png,1A_8.jpg,0.777312025707751
1_5.png,1A_9.jpg,0.8711052149947999
1_5.png,1B_1.JPG,0.8712620610995859
1_5.png,1B_10.JPG,0.8538723437681617
1_5.png,1B_2.JPG,0.8262518996117179
1_5.png,1B_3.JPG,0.78101716012696
1_5.png,1B_4.JPG,0.8770891021724834
1_5.png,1B_5.JPG,0.810745072088648
1_5.png,1B_6.JPG,0.8915155635181586
1_5.png,1B_7.JPG,0.9247437258176259
1_5.png,1B_8.JPG,0.8273061560572349
1_5.png,1B_9.JPG,0.6689894270085007
1_5.png,1A_11.png,0.401679284323874
1_5.png,1A_12.png,0.401679284323874
1_5.png,1A_13.png,0.37852901112020887
1_5.png,1B_11.png,0.7354206226742612
1_5.png,1B_12_1.png,0.5687647405999483
1_5.png,1B_12_2.png,0.7346555718187647
1_5.png,1B_12_3.png,0.6104547309598126
1_5.png,1B_12_4.png,0.539022646443395
1_5.png,1B_13_1.png,0.8516850481333469
1_5.png,1B_13_2.png,0.8405086775073374
1_5.png,1B_13_3.png,0.8321062950676976
1_5.png,1B_13_4.png,0.847093834960574
1_5.png,1B_14.png,0.7894041723368566
1_5.png,1B_15_1.png,0.7932197689452873
1_5.png,1B_15_2.png,0.7695090800134643
1_5.png,1B_15_3.png,0.8143874510864986
1_5.png,1B_15_4.png,0.7228809938768812
1_5.png,1B_16_1.png,0.8174833434108555
1_5.png,1B_16_2.png,0.8521873518642961
1_5.png,1B_16_3.png,0.8531521497131698
1_5.png,1B_16_4.png,0.6781564864129939
1_5.png,1B_17_1.png,0.8358408993731635
1_5.png,1B_17_2.png,0.8441969144690916
1_5.png,1B_17_3.png,0.8068835319320875
1_5.png,1B_17_4.png,0.7776075341802133
1_5.png,1B_18_1.png,0.7313410707198114
1_5.png,1B_18_2.png,0.821738476752138
1_5.png,1B_18_3.png,0.6978555165318052
1_5.png,1B_18_4.png,0.7918438475283163
1_6.png,1A_1.jpg,0.6733362550134694
1_6.png,1A_10.jpg,0.920597769765659
1_6.png,1A_2.jpg,0.8913706956860648
1_6.png,1A_3.jpg,0.8620719485416521
1_6.png,1A_4.jpg,0.9124301098403572
1_6.png,1A_5.jpg,0.9410004650453314
1_6.png,1A_6.jpg,0.7377756545723873
1_6.png,1A_7.jpg,0.7993935881874561
1_6.png,1A_8.jpg,0.7772663171335402
1_6.png,1A_9.jpg,0.866492853793267
1_6.png,1B_1.JPG,0.8758430745227591
1_6.png,1B_10.JPG,0.8510689890740659
1_6.png,1B_2.JPG,0.8031455168184054
1_6.png,1B_3.JPG,0.7732380336402307
1_6.png,1B_4.JPG,0.8725059462631469
1_6.png,1B_5.JPG,0.808402535796831
1_6.png,1B_6.JPG,0.897643630897604
1_6.png,1B_7.JPG,0.9341961721771277
1_6.png,1B_8.JPG,0.8614102233984813
1_6.png,1B_9.JPG,0.6579163269441941
1_6.png,1A_11.png,0.3969476610954441
1_6.png,1A_12.png,0.3969476610954441
1_6.png,1A_13.png,0.3739479976970358
1_6.png,1B_11.png,0.7719845142095532
1_6.png,1B_12_1.png,0.5725954470605606
1_6.png,1B_12_2.png,0.7712474358058432
1_6.png,1B_12_3.png,0.6058737175366394
1_6.png,1B_12_4.png,0.5424734346212127
1_6.png,1B_13_1.png,0.8595406659242857
1_6.png,1B_13_2.png,0.8684255840192656
1_6.png,1B_13_3.png,0.8330666545109573
1_6.png,1B_13_4.png,0.880266011762793
1_6.png,1B_14.png,0.7881790729089623
1_6.png,1B_15_1.png,0.8186435244572677
1_6.png,1B_15_2.png,0.770302559619453
1_6.png,1B_15_3.png,0.8177802999325948
1_6.png,1B_15_4.png,0.7184383401510455
1_6.png,1B_16_1.png,0.8516824090593281
1_6.png,1B_16_2.png,0.8826254750834774
1_6.png,1B_16_3.png,0.8631615093853793
1_6.png,1B_16_4.png,0.6742072400233432
1_6.png,1B_17_1.png,0.8408544006447581
1_6.png,1B_17_2.png,0.8489616443708852
1_6.png,1B_17_3.png,0.8137102472658202
1_6.png,1B_17_4.png,0.7743264984810527
1_6.png,1B_18_1.png,0.7476658087481365
1_6.png,1B_18_2.png,0.8239468758712511
1_6.png,1B_18_3.png,0.693274503108632
1_6.png,1B_18_4.png,0.8031978807841267
1_7.png,1A_1.jpg,0.7104720689671421
1_7.png,1A_10.jpg,0.9452481151220639
1_7.png,1A_2.jpg,0.9016953716912451
1_7.png,1A_3.jpg,0.8670684548850722
1_7.png,1A_4.jpg,0.880058737886995
1_7.png,1A_5.jpg,0.9197240325461397
1_7.png,1A_6.jpg,0.7476699183419441
1_7.png,1A_7.jpg,0.8146406609596222
1_7.png,1A_8.jpg,0.7854632660230084
1_7.png,1A_9.jpg,0.8847815508119098
1_7.png,1B_1.JPG,0.857585725282476
1_7.png,1B_10.JPG,0.8636756207360332
1_7.png,1B_2.JPG,0.836757706917473
1_7.png,1B_3.JPG,0.7897646803151702
1_7.png,1B_4.JPG,0.8880655583024226
1_7.png,1B_5.JPG,0.8200631741034876
1_7.png,1B_6.JPG,0.8965466232835555
1_7.png,1B_7.JPG,0.9218738057606002
1_7.png,1B_8.JPG,0.8220505560587613
1_7.png,1B_9.JPG,0.678828384785512
1_7.png,1A_11.png,0.4153556201409839
1_7.png,1A_12.png,0.4153556201409839
1_7.png,1A_13.png,0.392205346937319
1_7.png,1B_11.png,0.7299375917416802
1_7.png,1B_12_1.png,0.5769159809152055
1_7.png,1B_12_2.png,0.7291725408861838
1_7.png,1B_12_3.png,0.6241310667769225
1_7.png,1B_12_4.png,0.547539969641935
1_7.png,1B_13_1.png,0.8572042097274652
1_7.png,1B_13_2.png,0.8396775073398585
1_7.png,1B_13_3.png,0.840822983357001
1_7.png,1B_13_4.png,0.8429427671537499
1_7.png,1B_14.png,0.7981938980212272
1_7.png,1B_15_1.png,0.7936905977968738
1_7.png,1B_15_2.png,0.778226269174668
1_7.png,1B_15_3.png,0.8214635096272945
1_7.png,1B_15_4.png,0.7339059516372345
1_7.png,1B_16_1.png,0.8132268407571592
1_7.png,1B_16_2.png,0.8490093707589175
1_7.png,1B_16_3.png,0.8573934118005301
1_7.png,1B_16_4.png,0.6865670264784349
1_7.png,1B_17_1.png,0.843479197855928
1_7.png,1B_17_2.png,0.8518347120799556
1_7.png,1B_17_3.png,0.814491866769236
1_7.png,1B_17_4.png,0.7890401228335061
1_7.png,1B_18_1.png,0.7360879203340687
1_7.png,1B_18_2.png,0.8300463907006971
1_7.png,1B_18_3.png,0.7115318523489151
1_7.png,1B_18_4.png,0.7966520365184282
1_8.png,1A_1.jpg,0.5994157845566157
1_8.png,1A_10.jpg,0.8638506954122568
1_8.png,1A_2.jpg,0.777382111775005
1_8.png,1A_3.jpg,0.752257372992494
1_8.png,1A_4.jpg,0.7923748785425453
1_8.png,1A_5.jpg,0.858317143718611
1_8.png,1A_6.jpg,0.660981596449989
1_8.png,1A_7.jpg,0.6752366627102151
1_8.png,1A_8.jpg,0.6729579067210198
1_8.png,1A_9.jpg,0.7423672760943858
1_8.png,1B_1.JPG,1.0
1_8.png,1B_10.JPG,0.7279673535827529
1_8.png,1B_2.JPG,0.7032986884295553
1_8.png,1B_3.JPG,0.6896469908613855
1_8.png,1B_4.JPG,0.748418138932687
1_8.png,1B_5.JPG,0.7040758047586979
1_8.png,1B_6.JPG,0.8006961250637302
1_8.png,1B_7.JPG,0.8229905202614906
1_8.png,1B_8.JPG,0.785130968972372
1_8.png,1B_9.JPG,0.5750219868884145
1_8.png,1A_11.png,0.27294134542345994
1_8.png,1A_12.png,0.27294134542345994
1_8.png,1A_13.png,0.2497910722197949
1_8.png,1B_11.png,0.7266469414532184
1_8.png,1B_12_1.png,0.476197041013364
1_8.png,1B_12_2.png,0.7264328773931685
1_8.png,1B_12_3.png,0.48171679205939855
1_8.png,1B_12_4.png,0.44251143497567424
1_8.png,1B_13_1.png,0.7673751917423522
1_8.png,1B_13_2.png,0.7824780683949303
1_8.png,1B_13_3.png,0.7184959408640663
1_8.png,1B_13_4.png,0.8426742114761716
1_8.png,1B_14.png,0.6677518387883902
1_8.png,1B_15_1.png,0.7332494675024681
1_8.png,1B_15_2.png,0.6564929453309201
1_8.png,1B_15_3.png,0.710003078364769
1_8.png,1B_15_4.png,0.5945997013569548
1_8.png,1B_16_1.png,0.7821035866218035
1_8.png,1B_16_2.png,0.8163450807742212
1_8.png,1B_16_3.png,0.7647526457440503
1_8.png,1B_16_4.png,0.5979754335299519
1_8.png,1B_17_1.png,0.7289446016762391
1_8.png,1B_17_2.png,0.7282477791230662
1_8.png,1B_17_3.png,0.7168236760298405
1_8.png,1B_17_4.png,0.6501695730038118
1_8.png,1B_18_1.png,0.666228832555797
1_8.png,1B_18_2.png,0.7071932695836602
1_8.png,1B_18_3.png,0.5691175776313913
1_8.png,1B_18_4.png,0.7137713498190447
2_1.png,2A_1.jpg,0.8334189620583461
2_1.png,2A_10.jpg,0.7951119293112752
2_1.png,2A_2.jpg,0.7294965400428481
2_1.png,2A_3.jpg,0.8421949112014792
2_1.png,2A_4.jpg,0.8114333236795845
2_1.png,2A_5.jpg,0.8614260394010647
2_1.png,2A_6.jpg,0.8748716439562214
2_1.png,2A_7.jpg,0.8745709860730674
2_1.png,2A_8.jpg,0.7159814293548818
2_1.png,2A_9.jpg,0.8350761426694232
2_1.png,2B_1.jpg,0.8538721907245382
2_1.png,2B_10.jpg,0.8139407302525783
2_1.png,2B_2.jpg,0.7316067660010204
2_1.png,2B_3.jpg,0.8028681638138806
2_1.png,2B_4.jpg,0.793721007300459
2_1.png,2B_5.jpg,0.8393893714989803
2_1.png,2B_6.jpg,0.8207760889312625
2_1.png,2B_7.jpg,0.8325093500624746
2_1.png,2B_8.jpg,0.7667528139820052
2_1.png,2B_9.jpg,0.7332624211994627
2_1.png,2A_11.png,0.8535966984442362
2_1.png,2A_12.png,0.7882264255869686
2_1.png,2A_13.png,0.731515960847039
2_1.png,2A_14.png,0.8501022274061015
2_1.png,2A_15.png,0.7729975983852121
2_1.png,2A_16.png,0.8949606968450754
2_1.png,2B_11.png,0.9423131426386537
2_1.png,2B_12.png,0.7227950555132815
2_1.png,2B_13.png,0.7635070788344742
2_1.png,2B_14.png,0.7811851623427764
2_1.png,2B_15.png,0.6981749099352559
2_1.png,2B_16.png,0.8464562370136318
2_1.png,2B_17.png,0.8467444508518209
2_1.png,2B_18.png,0.8956624315523455
2_2.png,2A_1.jpg,0.8572361868202207
2_2.png,2A_10.jpg,0.7758523031115456
2_2.png,2A_2.jpg,0.603016155851733
2_2.png,2A_3.jpg,0.93034224599151
2_2.png,2A_4.jpg,0.8676658600774387
2_2.png,2A_5.jpg,0.8137856691116514
2_2.png,2A_6.jpg,0.8682792023094522
2_2.png,2A_7.jpg,0.8304253690679287
2_2.png,2A_8.jpg,0.871608661705893
2_2.png,2A_9.jpg,0.7567494472861436
2_2.png,2B_1.jpg,0.9175682108808955
2_2.png,2B_10.jpg,0.8967064100017914
2_2.png,2B_2.jpg,0.7839023876844332
2_2.png,2B_3.jpg,0.9062628715781741
2_2.png,2B_4.jpg,0.7919880183606637
2_2.png,2B_5.jpg,0.8735368861080729
2_2.png,2B_6.jpg,0.8912846461827484
2_2.png,2B_7.jpg,0.9282588317174373
2_2.png,2B_8.jpg,0.8511967920505634
2_2.png,2B_9.jpg,0.8203163056616007
2_2.png,2A_11.png,0.7530150308132442
2_2.png,2A_12.png,0.8082279310074376
2_2.png,2A_13.png,0.7643887800306196
2_2.png,2A_14.png,0.8787245796476191
2_2.png,2A_15.png,0.8142206281022515
2_2.png,2A_16.png,0.8822972830395037
2_2.png,2B_11.png,0.8718485871224056
2_2.png,2B_12.png,0.8307864298351215
2_2.png,2B_13.png,0.7964389141063701
2_2.png,2B_14.png,0.7727497477767227
2_2.png,2B_15.png,0.6846015704176628
2_2.png,2B_16.png,0.7065787334491936
2_2.png,2B_17.png,0.8514875484326759
2_2.png,2B_18.png,0.8536151048345467
2_3.png,2A_1.jpg,0.8697305479063449
2_3.png,2A_10.jpg,0.7609782983804954
2_3.png,2A_2.jpg,0.6125041738360921
2_3.png,2A_3.jpg,0.9338351525035966
2_3.png,2A_4.jpg,0.8573964396280057
2_3.png,2A_5.jpg,0.8270809832234391
2_3.png,2A_6.jpg,0.8667251458561558
2_3.png,2A_7.jpg,0.8281153732680658
2_3.png,2A_8.jpg,0.8682022305627813
2_3.png,2A_9.jpg,0.7762924905799092
2_3.png,2B_1.jpg,0.9373784468954777
2_3.png,2B_10.jpg,0.9017278793230395
2_3.png,2B_2.jpg,0.7765930130799796
2_3.png,2B_3.jpg,0.898714698423426
2_3.png,2B_4.jpg,0.8071627608462428
2_3.png,2B_5.jpg,0.8964445862173034
2_3.png,2B_6.jpg,0.8882170838544902
2_3.png,2B_7.jpg,0.9255743538726183
2_3.png,2B_8.jpg,0.8459348667348989
2_3.png,2B_9.jpg,0.8130375281542757
2_3.png,2A_11.png,0.7717668345129431
2_3.png,2A_12.png,0.8204597022447295
2_3.png,2A_13.png,0.7558879936243221
2_3.png,2A_14.png,0.9001936097068961
2_3.png,2A_15.png,0.8009378147035887
2_3.png,2A_16.png,0.8826358334342165
2_3.png,2B_11.png,0.8887277694038667
2_3.png,2B_12.png,0.8193226020845317
2_3.png,2B_13.png,0.7873986649350881
2_3.png,2B_14.png,0.7608451924602749
2_3.png,2B_15.png,0.6715632379665033
2_3.png,2B_16.png,0.7237637064955447
2_3.png,2B_17.png,0.8423236171372774
2_3.png,2B_18.png,0.8704732420876664
2_4.png,2A_1.jpg,0.8451371239291706
2_4.png,2A_10.jpg,0.7717164442515435
2_4.png,2A_2.jpg,0.664292771669793
2_4.png,2A_3.jpg,0.8949888901030516
2_4.png,2A_4.jpg,0.8597914196632686
2_4.png,2A_5.jpg,0.8379573154059233
2_4.png,2A_6.jpg,0.8775474173990684
2_4.png,2A_7.jpg,0.8657917096072902
2_4.png,2A_8.jpg,0.7778539794062422
2_4.png,2A_9.jpg,0.8046771215032217
2_4.png,2B_1.jpg,0.9066774438511317
2_4.png,2B_10.jpg,0.8386197153241121
2_4.png,2B_2.jpg,0.7762477986862022
2_4.png,2B_3.jpg,0.854938429417373
2_4.png,2B_4.jpg,0.8025174371131397
2_4.png,2B_5.jpg,0.8500762216011541
2_4.png,2B_6.jpg,0.8739181413924497
2_4.png,2B_7.jpg,0.884429098529529
2_4.png,2B_8.jpg,0.8224502584338416
2_4.png,2B_9.jpg,0.7865832004065075
2_4.png,2A_11.png,0.7922889629399028
2_4.png,2A_12.png,0.8028138305663967
2_4.png,2A_13.png,0.7531146796828295
2_4.png,2A_14.png,0.8658759592969172
2_4.png,2A_15.png,0.8086443289277763
2_4.png,2A_16.png,0.8964646868296865
2_4.png,2B_11.png,0.9669601933466325
2_4.png,2B_12.png,0.7712514822313303
2_4.png,2B_13.png,0.7895238897258425
2_4.png,2B_14.png,0.7668070419045184
2_4.png,2B_15.png,0.6810600213768344
2_4.png,2B_16.png,0.7871822417135341
2_4.png,2B_17.png,0.8525655864131385
2_4.png,2B_18.png,0.888922993758882
2_5.png,2A_1.jpg,0.8976805598088382
2_5.png,2A_10.jpg,0.6791000615259388
2_5.png,2A_2.jpg,0.7508557004717968
2_5.png,2A_3.jpg,0.8224363819059142
2_5.png,2A_4.jpg,0.7661902450555487
2_5.png,2A_5.jpg,0.8962101240009305
2_5.png,2A_6.jpg,0.7619914791630205
2_5.png,2A_7.jpg,0.7406540394589797
2_5.png,2A_8.jpg,0.6973955007397309
2_5.png,2A_9.jpg,0.8538503414361858
2_5.png,2B_1.jpg,0.831076711056344
2_5.png,2B_10.jpg,0.8362800669671026
2_5.png,2B_2.jpg,0.6684297970652895
2_5.png,2B_3.jpg,0.7857405735931836
2_5.png,2B_4.jpg,0.8781440897041971
2_5.png,2B_5.jpg,0.8860218831581091
2_5.png,2B_6.jpg,0.7813695376662031
2_5.png,2B_7.jpg,0.8133126990112467
2_5.png,2B_8.jpg,0.7319422240655722
2_5.png,2B_9.jpg,0.7046890564156485
2_5.png,2A_11.png,0.8527582652343774
2_5.png,2A_12.png,0.8419775073584148
2_5.png,2A_13.png,0.6558546341336238
2_5.png,2A_14.png,0.8701197060640287
2_5.png,2A_15.png,0.7009309872815949
2_5.png,2A_16.png,0.7863208643779851
2_5.png,2B_11.png,0.8487277673168854
2_5.png,2B_12.png,0.7097693758375347
2_5.png,2B_13.png,0.6832311855593343
2_5.png,2B_14.png,0.6550495438290991
2_5.png,2B_15.png,0.5729565448265564
2_5.png,2B_16.png,0.7555207448647527
2_5.png,2B_17.png,0.7788313234124011
2_5.png,2B_18.png,0.8544125377744594
2_6.png,2A_1.jpg,0.8284598099759687
2_6.png,2A_10.jpg,0.810388394490509
2_6.png,2A_2.jpg,0.6656676932922181
2_6.png,2A_3.jpg,0.9052036742537749
2_6.png,2A_4.jpg,0.8781704126601237
2_6.png,2A_5.jpg,0.830728618968507
2_6.png,2A_6.jpg,0.9023350881423168
2_6.png,2A_7.jpg,0.9017173522011277
2_6.png,2A_8.jpg,0.7939542799652821
2_6.png,2A_9.jpg,0.8052972378223026
2_6.png,2B_1.jpg,0.8988269192605571
2_6.png,2B_10.jpg,0.8356907111779264
2_6.png,2B_2.jpg,0.8048876340052215
2_6.png,2B_3.jpg,0.875687327680654
2_6.png,2B_4.jpg,0.7886051326214681
2_6.png,2B_5.jpg,0.8365623701914097
2_6.png,2B_6.jpg,0.8946485865268181
2_6.png,2B_7.jpg,0.898926571396003
2_6.png,2B_8.jpg,0.8423497068030713
2_6.png,2B_9.jpg,0.8073552260793132
2_6.png,2A_11.png,0.8025618213474416
2_6.png,2A_12.png,0.8006226033043745
2_6.png,2A_13.png,0.7944260777790901
2_6.png,2A_14.png,0.8559726120435236
2_6.png,2A_15.png,0.8320270375159636
2_6.png,2A_16.png,0.9284491147055869
2_6.png,2B_11.png,0.9460222275850444
2_6.png,2B_12.png,0.7919357672660097
2_6.png,2B_13.png,0.8308253437976256
2_6.png,2B_14.png,0.8120287347052632
2_6.png,2B_15.png,0.7226033890065293
2_6.png,2B_16.png,0.7887623034104274
2_6.png,2B_17.png,0.8814236566356596
