Final_Submission,Inspiration,Color_Similarity,ResNet_Similarity,Dino_Similarity,Contrast_Similarity,Source
1_1.png,1A_1.jpg,0.529821049377054,0.7978563893883177,0.7758469319041652,0.7445299700008963,Web
1_1.png,1A_10.jpg,0.858950955253111,0.6047412913701647,0.586040749923404,0.6245395650930434,Web
1_1.png,1A_2.jpg,0.7513275075711177,0.6157330847341533,0.30353355603321974,0.8836359594396073,Web
1_1.png,1A_3.jpg,0.7200559069950395,0.5510959501842911,0.34066837590517307,0.8690951871415044,Web
1_1.png,1A_4.jpg,0.7699883110900452,0.6528633072047028,0.4534886887042736,0.8134740293585037,Web
1_1.png,1A_5.jpg,0.8520635993355553,0.7407443266638685,0.33667388281627897,0.8696277966937955,Web
1_1.png,1A_6.jpg,0.5988543338398049,0.5577923702184098,0.5002704227531318,0.7326508948533663,Web
1_1.png,1A_7.jpg,0.624191790401326,0.6215844613419133,0.509089827707016,0.9577281176977606,Web
1_1.png,1A_8.jpg,0.6213554922698208,0.5913174164728721,0.3418466155872533,0.8729805659530477,Web
1_1.png,1A_9.jpg,0.7077461607113636,0.7039220483773975,0.5287014115850305,0.8766331263717347,Web
1_1.png,1B_1.JPG,0.9715903009711193,0.6936368437622562,0.720506650498819,0.9539095657549052,Web
1_1.png,1B_10.JPG,0.6898232430242072,0.6173036219284671,0.4052930088458576,0.8841819524667127,Web
1_1.png,1B_2.JPG,0.6591192962053534,0.7838642711421221,0.7068304579095849,0.8715774347779992,Web
1_1.png,1B_3.JPG,0.6421276595068502,0.9456511298371583,0.8753576558015361,0.8686795452412542,Web
1_1.png,1B_4.JPG,0.715277389889822,0.9021901300719949,0.6812062826011887,0.9100148787221991,Web
1_1.png,1B_5.JPG,0.6600865369658031,0.7826406902233404,0.7169939793992166,0.8704989198924032,Web
1_1.png,1B_6.JPG,0.7803166638201765,0.646322607703697,0.305340356164696,0.8834402132307304,Web
1_1.png,1B_7.JPG,0.8080941846476877,0.6444529778082395,0.38559064691188966,0.8497657710027204,Web
1_1.png,1B_8.JPG,0.7591326491511199,0.7241880103057488,0.6557229296616433,0.8943627919296201,Web
1_1.png,1B_9.JPG,0.4948886186125806,0.6737901798588549,0.4728672820376809,0.8229797132832672,Web
1_2.png,1A_1.jpg,0.655859072779812,0.795465505497809,0.6648659739026183,0.8224092990729804,Web
1_2.png,1A_10.jpg,0.9132819449979521,0.5525425666175172,0.31433097215288575,0.5222711734933859,Web
1_2.png,1A_2.jpg,0.8844475659915871,0.7707873525203615,0.8691319234441951,0.9542821556272686,Web
1_2.png,1A_3.jpg,0.8399941480622932,0.7789783618396616,0.7117610512079482,0.9581084674881304,Web
1_2.png,1A_4.jpg,0.8150005681196232,0.722686317978706,0.8807652218340654,0.9202287445523984,Web
1_2.png,1A_5.jpg,0.8778214263065378,0.7622850114124027,0.8684067335043272,0.8819050498844022,Web
1_2.png,1A_6.jpg,0.6902748280966251,0.5645870307853483,0.39006424640720505,0.6833235387544939,Web
1_2.png,1A_7.jpg,0.7778705220915672,0.6962445343458847,0.8388141864279808,0.8956566913054176,Web
1_2.png,1A_8.jpg,0.7380965102624737,0.7910416217490334,0.768705142925208,0.9480088303378864,Web
1_2.png,1A_9.jpg,0.8802985313996546,0.801102260963791,0.8128010362017666,0.9505453312937059,Web
1_2.png,1B_1.JPG,0.7667086438135455,0.6541025148155794,0.5227881975563585,0.8507059700156132,Web
1_2.png,1B_10.JPG,0.8396234197518679,0.7538081319775776,0.7766129202438241,0.9561275064040579,Web
1_2.png,1B_2.JPG,0.8106045149707706,0.7506073920373152,0.4745880563832269,0.9331747606759743,Web
1_2.png,1B_3.JPG,0.7430159434412444,0.8525411787924148,0.5281879401239516,0.8384613735206253,Web
1_2.png,1B_4.JPG,0.8661982300831924,0.7697555537318344,0.5836252389601797,0.9560510262357215,Web
1_2.png,1B_5.JPG,0.782777296939325,0.7497541527934242,0.48728062606275974,0.9424446878863701,Web
1_2.png,1B_6.JPG,0.856927785485423,0.6942184189743448,0.8453788493902421,0.9132243655284841,Web
1_2.png,1B_7.JPG,0.8727785927488283,0.8103486730261111,0.8853923164182936,0.9608660234581777,Web
1_2.png,1B_8.JPG,0.7457413067322871,0.6740556150693328,0.4791109889673546,0.9128875163551868,Web
1_2.png,1B_9.JPG,0.6079135057199049,0.674301052485032,0.5823089571488539,0.894183912998982,Web
1_5.png,1A_1.jpg,0.6269767356234147,0.7918498386352806,0.6179838926010252,0.7422968684294073,Web
1_5.png,1A_10.jpg,0.9334885339838889,0.6018952664126983,0.3953571437201948,0.5950066666781966,Web
1_5.png,1A_2.jpg,0.8664864194512425,0.6843825637151051,0.8335462142863372,0.934081077839446,Web
1_5.png,1A_3.jpg,0.8245765646037213,0.8127931029244971,0.7169393444581335,0.8783673617620212,Web
1_5.png,1A_4.jpg,0.8570013129116691,0.7617306463145211,0.7820680736333205,0.8270900453786159,Web
1_5.png,1A_5.jpg,0.9052291482014924,0.7708549953343943,0.8459872046099476,0.969521586216171,Web
1_5.png,1A_6.jpg,0.6753009241092123,0.6894217894442023,0.43933726911271875,0.7564769008415784,Web
1_5.png,1A_7.jpg,0.754766096285083,0.7190095649561704,0.8206100180292881,0.8925377960291198,Web
1_5.png,1A_8.jpg,0.7228305756551577,0.7582715742056423,0.7767746267380832,0.92798031536064,Web
1_5.png,1A_9.jpg,0.839570621294268,0.851280989888656,0.784511710276274,0.9313005044388574,Web
1_5.png,1B_1.JPG,0.8397658403882152,0.7534032585914843,0.47721803373647803,0.8813877757204448,Web
1_5.png,1B_10.JPG,0.8181216633391892,0.8191728365691696,0.7569835234353145,0.9523551788359514,Web
1_5.png,1B_2.JPG,0.7837437736874404,0.7414811852988015,0.4083032324577004,0.9434817396614644,Web
1_5.png,1B_3.JPG,0.7274421851385897,0.800453589325505,0.505744843849661,0.9278279297019003,Web
1_5.png,1B_4.JPG,0.8470184889649595,0.7994798169251063,0.4854630605849044,0.9279074988533257,Web
1_5.png,1B_5.JPG,0.764443142516655,0.7451683196902112,0.405991269255594,0.9562645335673791,Web
