final_image,inspiration_image,similarity
data\final_submissions\1\3.png,data\ai\1A_11.png,0.7258818253144084
data\final_submissions\1\3.png,data\ai\1A_12.png,0.7258818253144084
data\final_submissions\1\3.png,data\ai\1A_13.png,0.7242678303285145
data\final_submissions\1\3.png,data\ai\1B_11.png,0.7396487977915405
data\final_submissions\1\3.png,data\ai\1B_12_1.png,0.7252214130563583
data\final_submissions\1\3.png,data\ai\1B_12_2.png,0.7395045465347319
data\final_submissions\1\3.png,data\ai\1B_12_3.png,0.7303561176485709
data\final_submissions\1\3.png,data\ai\1B_12_4.png,0.723546909071289
data\final_submissions\1\3.png,data\ai\1B_13_1.png,0.7461725546655903
data\final_submissions\1\3.png,data\ai\1B_13_2.png,0.7326656729209898
data\final_submissions\1\3.png,data\ai\1B_13_3.png,0.7280156600230727
data\final_submissions\1\3.png,data\ai\1B_13_4.png,0.7599417002226023
data\final_submissions\1\3.png,data\ai\1B_14.png,0.7320072740114854
data\final_submissions\1\3.png,data\ai\1B_15_1.png,0.7354106127860925
data\final_submissions\1\3.png,data\ai\1B_15_2.png,0.7308014193728691
data\final_submissions\1\3.png,data\ai\1B_15_3.png,0.7298324425681941
data\final_submissions\1\3.png,data\ai\1B_15_4.png,0.730191866037245
data\final_submissions\1\3.png,data\ai\1B_16_1.png,0.7405833021885109
data\final_submissions\1\3.png,data\ai\1B_16_2.png,0.7442375931601568
data\final_submissions\1\3.png,data\ai\1B_16_3.png,0.7458203929150811
data\final_submissions\1\3.png,data\ai\1B_16_4.png,0.7598085386728932
data\final_submissions\1\3.png,data\ai\1B_17_1.png,0.7370183080920506
data\final_submissions\1\3.png,data\ai\1B_17_2.png,0.7417950160045371
data\final_submissions\1\3.png,data\ai\1B_17_3.png,0.7370083276176786
data\final_submissions\1\3.png,data\ai\1B_17_4.png,0.7383924308712858
data\final_submissions\1\3.png,data\ai\1B_18_1.png,0.7261274292013872
data\final_submissions\1\3.png,data\ai\1B_18_2.png,0.7417361243212022
data\final_submissions\1\3.png,data\ai\1B_18_3.png,0.7289016366535586
data\final_submissions\1\3.png,data\ai\1B_18_4.png,0.7398808485474293
data\final_submissions\1\3.png,data\web\1A_1.jpg,0.7257597099196313
data\final_submissions\1\3.png,data\web\1A_10.jpg,0.8201248469830459
data\final_submissions\1\3.png,data\web\1A_2.jpg,0.7385979434341906
data\final_submissions\1\3.png,data\web\1A_3.jpg,0.7311284583875606
data\final_submissions\1\3.png,data\web\1A_4.jpg,0.7259300936440135
data\final_submissions\1\3.png,data\web\1A_5.jpg,0.7531031610187167
data\final_submissions\1\3.png,data\web\1A_6.jpg,0.818453607076516
data\final_submissions\1\3.png,data\web\1A_7.jpg,0.7458082310412626
data\final_submissions\1\3.png,data\web\1A_8.jpg,0.7364755215860901
data\final_submissions\1\3.png,data\web\1A_9.jpg,0.7374168758980855
data\final_submissions\1\3.png,data\web\1B_1.JPG,0.7501953603009364
data\final_submissions\1\3.png,data\web\1B_10.JPG,0.7441877664019757
data\final_submissions\1\3.png,data\web\1B_2.JPG,0.7394748771148465
data\final_submissions\1\3.png,data\web\1B_3.JPG,0.7568336540758659
data\final_submissions\1\3.png,data\web\1B_4.JPG,0.7417492188869445
data\final_submissions\1\3.png,data\web\1B_5.JPG,0.7455769061502947
data\final_submissions\1\3.png,data\web\1B_6.JPG,0.7483347491967227
data\final_submissions\1\3.png,data\web\1B_7.JPG,0.7305972482559011
data\final_submissions\1\3.png,data\web\1B_8.JPG,0.7472823163713229
data\final_submissions\1\3.png,data\web\1B_9.JPG,0.7307291645193759
data\final_submissions\1\1.png,data\ai\1A_11.png,0.930363813098061
data\final_submissions\1\1.png,data\ai\1A_12.png,0.930363813098061
data\final_submissions\1\1.png,data\ai\1A_13.png,0.9261087095168578
data\final_submissions\1\1.png,data\ai\1B_11.png,0.9608411382988602
data\final_submissions\1\1.png,data\ai\1B_12_1.png,0.9393496922211442
data\final_submissions\1\1.png,data\ai\1B_12_2.png,0.9607354301675817
data\final_submissions\1\1.png,data\ai\1B_12_3.png,0.9408304967841186
data\final_submissions\1\1.png,data\ai\1B_12_4.png,0.9361712922596683
data\final_submissions\1\1.png,data\ai\1B_13_1.png,0.958883114029947
data\final_submissions\1\1.png,data\ai\1B_13_2.png,0.9597280943347528
data\final_submissions\1\1.png,data\ai\1B_13_3.png,0.9525008612911943
data\final_submissions\1\1.png,data\ai\1B_13_4.png,0.9592346653339543
data\final_submissions\1\1.png,data\ai\1B_14.png,0.9513331572581822
data\final_submissions\1\1.png,data\ai\1B_15_1.png,0.9474465481183482
data\final_submissions\1\1.png,data\ai\1B_15_2.png,0.9506827856236506
data\final_submissions\1\1.png,data\ai\1B_15_3.png,0.954016550224568
data\final_submissions\1\1.png,data\ai\1B_15_4.png,0.9474230587551515
data\final_submissions\1\1.png,data\ai\1B_16_1.png,0.956509508652367
data\final_submissions\1\1.png,data\ai\1B_16_2.png,0.9599732004872319
data\final_submissions\1\1.png,data\ai\1B_16_3.png,0.9602414056978154
data\final_submissions\1\1.png,data\ai\1B_16_4.png,0.9571025398669213
data\final_submissions\1\1.png,data\ai\1B_17_1.png,0.9503103951140113
data\final_submissions\1\1.png,data\ai\1B_17_2.png,0.9498587382611617
data\final_submissions\1\1.png,data\ai\1B_17_3.png,0.9459394009310377
data\final_submissions\1\1.png,data\ai\1B_17_4.png,0.9516701994909716
data\final_submissions\1\1.png,data\ai\1B_18_1.png,0.9504122501438492
data\final_submissions\1\1.png,data\ai\1B_18_2.png,0.9518855525987499
data\final_submissions\1\1.png,data\ai\1B_18_3.png,0.9392265759452455
data\final_submissions\1\1.png,data\ai\1B_18_4.png,0.9552148394012107
data\final_submissions\1\1.png,data\web\1A_1.jpg,0.9254627279287251
data\final_submissions\1\1.png,data\web\1A_10.jpg,0.8907138736137835
data\final_submissions\1\1.png,data\web\1A_2.jpg,0.9657473970658423
data\final_submissions\1\1.png,data\web\1A_3.jpg,0.9615364338758978
data\final_submissions\1\1.png,data\web\1A_4.jpg,0.9454287166787255
data\final_submissions\1\1.png,data\web\1A_5.jpg,0.9616906759734515
data\final_submissions\1\1.png,data\web\1A_6.jpg,0.9220225840937679
data\final_submissions\1\1.png,data\web\1A_7.jpg,0.9872042595138805
data\final_submissions\1\1.png,data\web\1A_8.jpg,0.9626616276977235
data\final_submissions\1\1.png,data\web\1A_9.jpg,0.9637193980249673
data\final_submissions\1\1.png,data\web\1B_1.JPG,0.9860984185488614
data\final_submissions\1\1.png,data\web\1B_10.JPG,0.965905514976774
data\final_submissions\1\1.png,data\web\1B_2.JPG,0.9622552852003884
data\final_submissions\1\1.png,data\web\1B_3.JPG,0.9614160652526728
data\final_submissions\1\1.png,data\web\1B_4.JPG,0.9733866514198911
data\final_submissions\1\1.png,data\web\1B_5.JPG,0.9619429505877595
data\final_submissions\1\1.png,data\web\1B_6.JPG,0.9656907095623691
data\final_submissions\1\1.png,data\web\1B_7.JPG,0.955938694073992
data\final_submissions\1\1.png,data\web\1B_8.JPG,0.9688538549508915
data\final_submissions\1\1.png,data\web\1B_9.JPG,0.9481815336737108
data\final_submissions\1\5.png,data\ai\1A_11.png,0.9330092712299498
data\final_submissions\1\5.png,data\ai\1A_12.png,0.9330092712299498
data\final_submissions\1\5.png,data\ai\1A_13.png,0.9274066443709859
data\final_submissions\1\5.png,data\ai\1B_11.png,0.976821644331451
data\final_submissions\1\5.png,data\ai\1B_12_1.png,0.9422951065021123
data\final_submissions\1\5.png,data\ai\1B_12_2.png,0.9766085414084398
data\final_submissions\1\5.png,data\ai\1B_12_3.png,0.9473938434369744
data\final_submissions\1\5.png,data\ai\1B_12_4.png,0.9369724849202467
data\final_submissions\1\5.png,data\ai\1B_13_1.png,0.9871434534885101
data\final_submissions\1\5.png,data\ai\1B_13_2.png,0.9645452394151893
data\final_submissions\1\5.png,data\ai\1B_13_3.png,0.9571124856291067
data\final_submissions\1\5.png,data\ai\1B_13_4.png,0.9858352589493323
data\final_submissions\1\5.png,data\ai\1B_14.png,0.9565600003844934
data\final_submissions\1\5.png,data\ai\1B_15_1.png,0.9573500107165718
data\final_submissions\1\5.png,data\ai\1B_15_2.png,0.9564626917322029
data\final_submissions\1\5.png,data\ai\1B_15_3.png,0.9613462132992988
data\final_submissions\1\5.png,data\ai\1B_15_4.png,0.9517871508173464
data\final_submissions\1\5.png,data\ai\1B_16_1.png,0.9719007453310968
data\final_submissions\1\5.png,data\ai\1B_16_2.png,0.9869325789349914
data\final_submissions\1\5.png,data\ai\1B_16_3.png,0.9891915338494447
data\final_submissions\1\5.png,data\ai\1B_16_4.png,0.9801050756805748
data\final_submissions\1\5.png,data\ai\1B_17_1.png,0.962031508962264
data\final_submissions\1\5.png,data\ai\1B_17_2.png,0.9603542084282313
data\final_submissions\1\5.png,data\ai\1B_17_3.png,0.9545337833065548
data\final_submissions\1\5.png,data\ai\1B_17_4.png,0.9643724754375
data\final_submissions\1\5.png,data\ai\1B_18_1.png,0.954097912988073
data\final_submissions\1\5.png,data\ai\1B_18_2.png,0.9657564963831391
data\final_submissions\1\5.png,data\ai\1B_18_3.png,0.9446262475649515
data\final_submissions\1\5.png,data\ai\1B_18_4.png,0.9725956062406836
data\final_submissions\1\5.png,data\web\1A_1.jpg,0.924816028542739
data\final_submissions\1\5.png,data\web\1A_10.jpg,0.8821612365483149
data\final_submissions\1\5.png,data\web\1A_2.jpg,0.9803561490866571
data\final_submissions\1\5.png,data\web\1A_3.jpg,0.9642216272904751
data\final_submissions\1\5.png,data\web\1A_4.jpg,0.9493718732785901
data\final_submissions\1\5.png,data\web\1A_5.jpg,0.9906196119308407
data\final_submissions\1\5.png,data\web\1A_6.jpg,0.9289225225649075
data\final_submissions\1\5.png,data\web\1A_7.jpg,0.9683253417191833
data\final_submissions\1\5.png,data\web\1A_8.jpg,0.9785893869297257
data\final_submissions\1\5.png,data\web\1A_9.jpg,0.9795509035332043
data\final_submissions\1\5.png,data\web\1B_1.JPG,0.9650963299360131
data\final_submissions\1\5.png,data\web\1B_10.JPG,0.9856482728506512
data\final_submissions\1\5.png,data\web\1B_2.JPG,0.9830785520018588
data\final_submissions\1\5.png,data\web\1B_3.JPG,0.9785452565089701
data\final_submissions\1\5.png,data\web\1B_4.JPG,0.9785682994918898
data\final_submissions\1\5.png,data\web\1B_5.JPG,0.9867804100255538
data\final_submissions\1\5.png,data\web\1B_6.JPG,0.9939731787723665
data\final_submissions\1\5.png,data\web\1B_7.JPG,0.9611302547933391
data\final_submissions\1\5.png,data\web\1B_8.JPG,0.9916827635114412
data\final_submissions\1\5.png,data\web\1B_9.JPG,0.9447573758398431
data\final_submissions\1\2.png,data\ai\1A_11.png,0.9571256701454595
data\final_submissions\1\2.png,data\ai\1A_12.png,0.9571256701454595
data\final_submissions\1\2.png,data\ai\1A_13.png,0.9513456433950988
data\final_submissions\1\2.png,data\ai\1B_11.png,0.9941483210955504
data\final_submissions\1\2.png,data\ai\1B_12_1.png,0.9683552827825953
data\final_submissions\1\2.png,data\ai\1B_12_2.png,0.9943140760707592
data\final_submissions\1\2.png,data\ai\1B_12_3.png,0.9717009764672632
data\final_submissions\1\2.png,data\ai\1B_12_4.png,0.9627940377285978
data\final_submissions\1\2.png,data\ai\1B_13_1.png,0.9781378397918523
data\final_submissions\1\2.png,data\ai\1B_13_2.png,0.9906417540159329
data\final_submissions\1\2.png,data\ai\1B_13_3.png,0.9842551405910065
data\final_submissions\1\2.png,data\ai\1B_13_4.png,0.9608927270650086
data\final_submissions\1\2.png,data\ai\1B_14.png,0.9826564902922543
data\final_submissions\1\2.png,data\ai\1B_15_1.png,0.9800515265058939
data\final_submissions\1\2.png,data\ai\1B_15_2.png,0.9830530559775716
data\final_submissions\1\2.png,data\ai\1B_15_3.png,0.9885957289865779
data\final_submissions\1\2.png,data\ai\1B_15_4.png,0.9776991531461717
data\final_submissions\1\2.png,data\ai\1B_16_1.png,0.9898992352833955
data\final_submissions\1\2.png,data\ai\1B_16_2.png,0.9797693391736675
data\final_submissions\1\2.png,data\ai\1B_16_3.png,0.9755625724639766
data\final_submissions\1\2.png,data\ai\1B_16_4.png,0.9660062893244603
data\final_submissions\1\2.png,data\ai\1B_17_1.png,0.9839406963413387
data\final_submissions\1\2.png,data\ai\1B_17_2.png,0.9781228348854338
data\final_submissions\1\2.png,data\ai\1B_17_3.png,0.9758384975446814
data\final_submissions\1\2.png,data\ai\1B_17_4.png,0.9851082066422898
data\final_submissions\1\2.png,data\ai\1B_18_1.png,0.9812080620771668
data\final_submissions\1\2.png,data\ai\1B_18_2.png,0.9825549463940679
data\final_submissions\1\2.png,data\ai\1B_18_3.png,0.9692874962511462
data\final_submissions\1\2.png,data\ai\1B_18_4.png,0.9892463222508716
data\final_submissions\1\2.png,data\web\1A_1.jpg,0.9480163434628132
data\final_submissions\1\2.png,data\web\1A_10.jpg,0.8610972601566576
data\final_submissions\1\2.png,data\web\1A_2.jpg,0.9862063194364693
data\final_submissions\1\2.png,data\web\1A_3.jpg,0.9873144076500119
data\final_submissions\1\2.png,data\web\1A_4.jpg,0.9763445557289775
data\final_submissions\1\2.png,data\web\1A_5.jpg,0.9652461309520033
data\final_submissions\1\2.png,data\web\1A_6.jpg,0.9077375326170497
data\final_submissions\1\2.png,data\web\1A_7.jpg,0.9692285642532088
data\final_submissions\1\2.png,data\web\1A_8.jpg,0.9843895836173145
data\final_submissions\1\2.png,data\web\1A_9.jpg,0.9851241465371676
data\final_submissions\1\2.png,data\web\1B_1.JPG,0.956210972832874
data\final_submissions\1\2.png,data\web\1B_10.JPG,0.986740727378103
data\final_submissions\1\2.png,data\web\1B_2.JPG,0.9800936824077523
data\final_submissions\1\2.png,data\web\1B_3.JPG,0.9526649751335053
data\final_submissions\1\2.png,data\web\1B_4.JPG,0.9867185789552392
data\final_submissions\1\2.png,data\web\1B_5.JPG,0.9827782249792315
data\final_submissions\1\2.png,data\web\1B_6.JPG,0.9743161089839605
data\final_submissions\1\2.png,data\web\1B_7.JPG,0.9881129874259703
data\final_submissions\1\2.png,data\web\1B_8.JPG,0.9742185584935025
data\final_submissions\1\2.png,data\web\1B_9.JPG,0.968802052159614
data\final_submissions\1\6.png,data\ai\1A_11.png,0.9804421595102255
data\final_submissions\1\6.png,data\ai\1A_12.png,0.9804421595102255
data\final_submissions\1\6.png,data\ai\1A_13.png,0.9762192178289486
data\final_submissions\1\6.png,data\ai\1B_11.png,0.9656215148554304
data\final_submissions\1\6.png,data\ai\1B_12_1.png,0.9913991942607194
data\final_submissions\1\6.png,data\ai\1B_12_2.png,0.9658017831352329
data\final_submissions\1\6.png,data\ai\1B_12_3.png,0.9848047930333654
data\final_submissions\1\6.png,data\ai\1B_12_4.png,0.9898514839944376
data\final_submissions\1\6.png,data\ai\1B_13_1.png,0.9496729517295972
data\final_submissions\1\6.png,data\ai\1B_13_2.png,0.9776118699354265
data\final_submissions\1\6.png,data\ai\1B_13_3.png,0.9833646334836041
data\final_submissions\1\6.png,data\ai\1B_13_4.png,0.9340377215443608
data\final_submissions\1\6.png,data\ai\1B_14.png,0.9867040529507278
data\final_submissions\1\6.png,data\ai\1B_15_1.png,0.9792849122902704
data\final_submissions\1\6.png,data\ai\1B_15_2.png,0.986086247600259
data\final_submissions\1\6.png,data\ai\1B_15_3.png,0.9791176778675404
data\final_submissions\1\6.png,data\ai\1B_15_4.png,0.9900885608787918
data\final_submissions\1\6.png,data\ai\1B_16_1.png,0.9688054087562652
data\final_submissions\1\6.png,data\ai\1B_16_2.png,0.9507168151161934
data\final_submissions\1\6.png,data\ai\1B_16_3.png,0.9463818469694092
data\final_submissions\1\6.png,data\ai\1B_16_4.png,0.9431433505824379
data\final_submissions\1\6.png,data\ai\1B_17_1.png,0.976080861127104
data\final_submissions\1\6.png,data\ai\1B_17_2.png,0.973689972708723
data\final_submissions\1\6.png,data\ai\1B_17_3.png,0.9791272653769326
data\final_submissions\1\6.png,data\ai\1B_17_4.png,0.9740157352046468
data\final_submissions\1\6.png,data\ai\1B_18_1.png,0.9851264728058684
data\final_submissions\1\6.png,data\ai\1B_18_2.png,0.970435702618422
data\final_submissions\1\6.png,data\ai\1B_18_3.png,0.9861445499026431
data\final_submissions\1\6.png,data\ai\1B_18_4.png,0.9666713054024751
data\final_submissions\1\6.png,data\web\1A_1.jpg,0.9735864652733094
data\final_submissions\1\6.png,data\web\1A_10.jpg,0.8458157270641736
data\final_submissions\1\6.png,data\web\1A_2.jpg,0.9581427446423194
data\final_submissions\1\6.png,data\web\1A_3.jpg,0.9740513617516963
data\final_submissions\1\6.png,data\web\1A_4.jpg,0.9905022047495919
data\final_submissions\1\6.png,data\web\1A_5.jpg,0.936648117130757
data\final_submissions\1\6.png,data\web\1A_6.jpg,0.8884441901796173
data\final_submissions\1\6.png,data\web\1A_7.jpg,0.9544152180488545
data\final_submissions\1\6.png,data\web\1A_8.jpg,0.956566504594622
data\final_submissions\1\6.png,data\web\1A_9.jpg,0.9570408539446558
data\final_submissions\1\6.png,data\web\1B_1.JPG,0.9383465650366686
data\final_submissions\1\6.png,data\web\1B_10.JPG,0.9579396682390279
data\final_submissions\1\6.png,data\web\1B_2.JPG,0.9511907504017996
data\final_submissions\1\6.png,data\web\1B_3.JPG,0.9247273629289462
data\final_submissions\1\6.png,data\web\1B_4.JPG,0.9625465163478553
data\final_submissions\1\6.png,data\web\1B_5.JPG,0.954323618660127
data\final_submissions\1\6.png,data\web\1B_6.JPG,0.9454604307514494
data\final_submissions\1\6.png,data\web\1B_7.JPG,0.9806345292224352
data\final_submissions\1\6.png,data\web\1B_8.JPG,0.9457609623529418
data\final_submissions\1\6.png,data\web\1B_9.JPG,0.9939592161106153
data\final_submissions\1\4.png,data\ai\1A_11.png,0.7426072236251318
data\final_submissions\1\4.png,data\ai\1A_12.png,0.7426072236251318
data\final_submissions\1\4.png,data\ai\1A_13.png,0.7407838357235752
data\final_submissions\1\4.png,data\ai\1B_11.png,0.7577614853181052
data\final_submissions\1\4.png,data\ai\1B_12_1.png,0.742214886922433
data\final_submissions\1\4.png,data\ai\1B_12_2.png,0.757610929020376
data\final_submissions\1\4.png,data\ai\1B_12_3.png,0.7475942232980834
data\final_submissions\1\4.png,data\ai\1B_12_4.png,0.7403326321744799
data\final_submissions\1\4.png,data\ai\1B_13_1.png,0.7647724629395235
data\final_submissions\1\4.png,data\ai\1B_13_2.png,0.7503171214008287
data\final_submissions\1\4.png,data\ai\1B_13_3.png,0.7454634125524944
data\final_submissions\1\4.png,data\ai\1B_13_4.png,0.7790436862246142
data\final_submissions\1\4.png,data\ai\1B_14.png,0.7494468259166839
data\final_submissions\1\4.png,data\ai\1B_15_1.png,0.7529977640313734
data\final_submissions\1\4.png,data\ai\1B_15_2.png,0.7482466476707716
data\final_submissions\1\4.png,data\ai\1B_15_3.png,0.7474382670192354
data\final_submissions\1\4.png,data\ai\1B_15_4.png,0.7474852588840346
data\final_submissions\1\4.png,data\ai\1B_16_1.png,0.7586136366233944
data\final_submissions\1\4.png,data\ai\1B_16_2.png,0.7627800765266773
data\final_submissions\1\4.png,data\ai\1B_16_3.png,0.7644771642847984
data\final_submissions\1\4.png,data\ai\1B_16_4.png,0.7786438384351348
data\final_submissions\1\4.png,data\ai\1B_17_1.png,0.7547585458428948
data\final_submissions\1\4.png,data\ai\1B_17_2.png,0.7595327906255503
data\final_submissions\1\4.png,data\ai\1B_17_3.png,0.7545184815813697
data\final_submissions\1\4.png,data\ai\1B_17_4.png,0.7562136201913089
data\final_submissions\1\4.png,data\ai\1B_18_1.png,0.7434793775228372
data\final_submissions\1\4.png,data\ai\1B_18_2.png,0.7596540472283767
data\final_submissions\1\4.png,data\ai\1B_18_3.png,0.7460313279186357
data\final_submissions\1\4.png,data\ai\1B_18_4.png,0.7579650406877542
data\final_submissions\1\4.png,data\web\1A_1.jpg,0.7421425886837667
data\final_submissions\1\4.png,data\web\1A_10.jpg,0.8393844331967792
data\final_submissions\1\4.png,data\web\1A_2.jpg,0.7568036481492264
data\final_submissions\1\4.png,data\web\1A_3.jpg,0.7487676528776338
data\final_submissions\1\4.png,data\web\1A_4.jpg,0.7431465169011233
data\final_submissions\1\4.png,data\web\1A_5.jpg,0.7720483568625409
data\final_submissions\1\4.png,data\web\1A_6.jpg,0.838128366201533
data\final_submissions\1\4.png,data\web\1A_7.jpg,0.763670164287342
data\final_submissions\1\4.png,data\web\1A_8.jpg,0.7546902912973419
data\final_submissions\1\4.png,data\web\1A_9.jpg,0.7556375258340051
data\final_submissions\1\4.png,data\web\1B_1.JPG,0.768293331644805
data\final_submissions\1\4.png,data\web\1B_10.JPG,0.7625284989049779
data\final_submissions\1\4.png,data\web\1B_2.JPG,0.7578780117292653
data\final_submissions\1\4.png,data\web\1B_3.JPG,0.7759498849004365
data\final_submissions\1\4.png,data\web\1B_4.JPG,0.759811776129645
data\final_submissions\1\4.png,data\web\1B_5.JPG,0.7640490496561946
data\final_submissions\1\4.png,data\web\1B_6.JPG,0.7670078583188941
data\final_submissions\1\4.png,data\web\1B_7.JPG,0.7481606981583031
data\final_submissions\1\4.png,data\web\1B_8.JPG,0.7658849337078502
data\final_submissions\1\4.png,data\web\1B_9.JPG,0.7476807695682257
data\final_submissions\1\7.png,data\ai\1A_11.png,0.9685234163135213
data\final_submissions\1\7.png,data\ai\1A_12.png,0.9685234163135213
data\final_submissions\1\7.png,data\ai\1A_13.png,0.963161608068226
data\final_submissions\1\7.png,data\ai\1B_11.png,0.9819566301643485
data\final_submissions\1\7.png,data\ai\1B_12_1.png,0.9781693587361864
data\final_submissions\1\7.png,data\ai\1B_12_2.png,0.9820808200537278
data\final_submissions\1\7.png,data\ai\1B_12_3.png,0.9811777460762326
data\final_submissions\1\7.png,data\ai\1B_12_4.png,0.9735077678457571
data\final_submissions\1\7.png,data\ai\1B_13_1.png,0.9670373020266263
data\final_submissions\1\7.png,data\ai\1B_13_2.png,0.9877661575578629
data\final_submissions\1\7.png,data\ai\1B_13_3.png,0.9860710005140367
data\final_submissions\1\7.png,data\ai\1B_13_4.png,0.9525751107876929
data\final_submissions\1\7.png,data\ai\1B_14.png,0.9909432503208391
data\final_submissions\1\7.png,data\ai\1B_15_1.png,0.9867954741246275
data\final_submissions\1\7.png,data\ai\1B_15_2.png,0.989639946157427
data\final_submissions\1\7.png,data\ai\1B_15_3.png,0.986482696030406
data\final_submissions\1\7.png,data\ai\1B_15_4.png,0.9871695627818414
data\final_submissions\1\7.png,data\ai\1B_16_1.png,0.9850322105339033
data\final_submissions\1\7.png,data\ai\1B_16_2.png,0.9677232502304267
data\final_submissions\1\7.png,data\ai\1B_16_3.png,0.9635720062226288
data\final_submissions\1\7.png,data\ai\1B_16_4.png,0.9612533503572199
data\final_submissions\1\7.png,data\ai\1B_17_1.png,0.9876011988406903
data\final_submissions\1\7.png,data\ai\1B_17_2.png,0.9850653173819544
data\final_submissions\1\7.png,data\ai\1B_17_3.png,0.9848199558108301
data\final_submissions\1\7.png,data\ai\1B_17_4.png,0.9872007099492809
data\final_submissions\1\7.png,data\ai\1B_18_1.png,0.9841398833071558
data\final_submissions\1\7.png,data\ai\1B_18_2.png,0.9846074473812034
data\final_submissions\1\7.png,data\ai\1B_18_3.png,0.9792876474678206
data\final_submissions\1\7.png,data\ai\1B_18_4.png,0.9823648937338587
data\final_submissions\1\7.png,data\web\1A_1.jpg,0.9606089070202267
data\final_submissions\1\7.png,data\web\1A_10.jpg,0.8607702490897411
data\final_submissions\1\7.png,data\web\1A_2.jpg,0.9731591657964244
data\final_submissions\1\7.png,data\web\1A_3.jpg,0.9824421073478624
data\final_submissions\1\7.png,data\web\1A_4.jpg,0.9834138682375286
data\final_submissions\1\7.png,data\web\1A_5.jpg,0.9546314818005935
data\final_submissions\1\7.png,data\web\1A_6.jpg,0.905146620888593
data\final_submissions\1\7.png,data\web\1A_7.jpg,0.9662922111426149
data\final_submissions\1\7.png,data\web\1A_8.jpg,0.9708238613052724
data\final_submissions\1\7.png,data\web\1A_9.jpg,0.9716692183388586
data\final_submissions\1\7.png,data\web\1B_1.JPG,0.9511225681583075
data\final_submissions\1\7.png,data\web\1B_10.JPG,0.9753116493180812
data\final_submissions\1\7.png,data\web\1B_2.JPG,0.9666373363917855
data\final_submissions\1\7.png,data\web\1B_3.JPG,0.9423730807488405
data\final_submissions\1\7.png,data\web\1B_4.JPG,0.9779284251631839
data\final_submissions\1\7.png,data\web\1B_5.JPG,0.9718538876007339
data\final_submissions\1\7.png,data\web\1B_6.JPG,0.9629925385201665
data\final_submissions\1\7.png,data\web\1B_7.JPG,0.9879050443277765
data\final_submissions\1\7.png,data\web\1B_8.JPG,0.9628223719420186
data\final_submissions\1\7.png,data\web\1B_9.JPG,0.9811400729342326
data\final_submissions\1\8.png,data\ai\1A_11.png,0.7248674917780957
data\final_submissions\1\8.png,data\ai\1A_12.png,0.7248674917780957
data\final_submissions\1\8.png,data\ai\1A_13.png,0.7231568787328065
data\final_submissions\1\8.png,data\ai\1B_11.png,0.7389611721420208
data\final_submissions\1\8.png,data\ai\1B_12_1.png,0.7245005190241587
data\final_submissions\1\8.png,data\ai\1B_12_2.png,0.7388219811853738
data\final_submissions\1\8.png,data\ai\1B_12_3.png,0.7295306672422417
data\final_submissions\1\8.png,data\ai\1B_12_4.png,0.7227310561748639
data\final_submissions\1\8.png,data\ai\1B_13_1.png,0.7454516501142914
data\final_submissions\1\8.png,data\ai\1B_13_2.png,0.7320309697248348
data\final_submissions\1\8.png,data\ai\1B_13_3.png,0.7275253361548817
data\final_submissions\1\8.png,data\ai\1B_13_4.png,0.7585078602804787
data\final_submissions\1\8.png,data\ai\1B_14.png,0.7312348328173286
data\final_submissions\1\8.png,data\ai\1B_15_1.png,0.7345572596496823
data\final_submissions\1\8.png,data\ai\1B_15_2.png,0.7301228522493213
data\final_submissions\1\8.png,data\ai\1B_15_3.png,0.7293730866580009
data\final_submissions\1\8.png,data\ai\1B_15_4.png,0.7294109629830705
data\final_submissions\1\8.png,data\ai\1B_16_1.png,0.7397586041171138
data\final_submissions\1\8.png,data\ai\1B_16_2.png,0.7436105940740106
data\final_submissions\1\8.png,data\ai\1B_16_3.png,0.7451721168979448
data\final_submissions\1\8.png,data\ai\1B_16_4.png,0.7581542381729915
data\final_submissions\1\8.png,data\ai\1B_17_1.png,0.7361921867668262
data\final_submissions\1\8.png,data\ai\1B_17_2.png,0.7406025639602366
data\final_submissions\1\8.png,data\ai\1B_17_3.png,0.7359618538790884
data\final_submissions\1\8.png,data\ai\1B_17_4.png,0.7375406159898188
data\final_submissions\1\8.png,data\ai\1B_18_1.png,0.7256746917804131
data\final_submissions\1\8.png,data\ai\1B_18_2.png,0.7407246944687471
data\final_submissions\1\8.png,data\ai\1B_18_3.png,0.7280712153163393
data\final_submissions\1\8.png,data\ai\1B_18_4.png,0.7391674553652438
data\final_submissions\1\8.png,data\web\1A_1.jpg,0.7244065172326957
data\final_submissions\1\8.png,data\web\1A_10.jpg,0.811411050090499
data\final_submissions\1\8.png,data\web\1A_2.jpg,0.7380558103650783
data\final_submissions\1\8.png,data\web\1A_3.jpg,0.7305797556905984
data\final_submissions\1\8.png,data\web\1A_4.jpg,0.725370817258894
data\final_submissions\1\8.png,data\web\1A_5.jpg,0.7521108897426201
data\final_submissions\1\8.png,data\web\1A_6.jpg,0.8157362110056966
data\final_submissions\1\8.png,data\web\1A_7.jpg,0.7442867765960752
data\final_submissions\1\8.png,data\web\1A_8.jpg,0.7361077966928955
data\final_submissions\1\8.png,data\web\1A_9.jpg,0.7369828812677974
data\final_submissions\1\8.png,data\web\1B_1.JPG,0.748509356617255
data\final_submissions\1\8.png,data\web\1B_10.JPG,0.7433538703660423
data\final_submissions\1\8.png,data\web\1B_2.JPG,0.7390658987616112
