Final_Submission,Inspiration,Color_Similarity,ResNet_Similarity,Dino_Similarity,Contrast_Similarity
1_1.png,1A_1.jpg,0.529821049377054,0.7978563893883177,0.8235612373168216,0.7445299700008963
1_1.png,1A_10.jpg,0.858950955253111,0.6047412913701647,0.7163017956142826,0.6245395650930434
1_1.png,1A_2.jpg,0.7513275075711177,0.6157330847341533,0.3700595979387137,0.8836359594396073
1_1.png,1A_3.jpg,0.7200559069950395,0.5510959501842911,0.4771446370919103,0.8690951871415044
1_1.png,1A_4.jpg,0.7699883110900452,0.6528633072047028,0.43757198925741186,0.8134740293585037
1_1.png,1A_5.jpg,0.8520635993355553,0.7407443266638685,0.4008649372633925,0.8696277966937955
1_1.png,1A_6.jpg,0.5988543338398049,0.5577923702184098,0.5830563740597388,0.7326508948533663
1_1.png,1A_7.jpg,0.624191790401326,0.6215844613419133,0.6277558277643319,0.9577281176977606
1_1.png,1A_8.jpg,0.6213554922698208,0.5913174164728721,0.4313693886902037,0.8729805659530477
1_1.png,1A_9.jpg,0.7077461607113636,0.7039220483773975,0.5186279163855217,0.8766331263717347
1_1.png,1B_1.JPG,0.9715903009711193,0.6936368437622562,0.7142114411903735,0.9539095657549052
1_1.png,1B_10.JPG,0.6898232430242072,0.6173036219284671,0.4705189463800582,0.8841819524667127
1_1.png,1B_2.JPG,0.6591192962053534,0.7838642711421221,0.6942267561233735,0.8715774347779992
1_1.png,1B_3.JPG,0.6421276595068502,0.9456511298371583,0.8887209342294841,0.8686795452412542
1_1.png,1B_4.JPG,0.715277389889822,0.9021901300719949,0.6784189652666965,0.9100148787221991
1_1.png,1B_5.JPG,0.6600865369658031,0.7826406902233404,0.6938878556974835,0.8704989198924032
1_1.png,1B_6.JPG,0.7803166638201765,0.646322607703697,0.3481590613823441,0.8834402132307304
1_1.png,1B_7.JPG,0.8080941846476877,0.6444529778082395,0.424020121476629,0.8497657710027204
1_1.png,1B_8.JPG,0.7591326491511199,0.7241880103057488,0.6724745554267956,0.8943627919296201
1_1.png,1B_9.JPG,0.4948886186125806,0.6737901798588549,0.5195085622591962,0.8229797132832672
1_1.png,1A_11.png,0.12347341140767054,0.5277481423086787,0.45937705949120405,0.7614537853482015
1_1.png,1A_12.png,0.12347341140767054,0.5277481423086787,0.45937705949120405,0.7614537853482015
1_1.png,1A_13.png,0.09465933683683304,0.5579524618542064,0.46280374166080285,0.746760592962463
1_1.png,1B_11.png,0.6780683703507746,0.6209146991331775,0.543087271619598,0.8666942792708955
1_1.png,1B_12_1.png,0.37363608316199326,0.5057240136033087,0.5324323198608338,0.7924827011409199
1_1.png,1B_12_2.png,0.6775971489889089,0.623886065460104,0.5487788111476455,0.8663292611508959
1_1.png,1B_12_3.png,0.3833265559042777,0.5577423210926795,0.49509859654216315,0.7975960305615187
1_1.png,1B_12_4.png,0.33436874226374474,0.5783739257605364,0.46736992966603164,0.7815074472554245
1_1.png,1B_13_1.png,0.7386381781685804,0.5823801506478684,0.49749800352664897,0.8599330743483701
1_1.png,1B_13_2.png,0.7565831477724009,0.6121115168830017,0.4486440080489854,0.8628508548309691
1_1.png,1B_13_3.png,0.6780346135783908,0.5806119303346767,0.4023209910876599,0.8378946760919451
1_1.png,1B_13_4.png,0.8127816365681128,0.6456522991071257,0.5647400575091736,0.861147007415959
1_1.png,1B_14.png,0.6148757761696274,0.5782093537444887,0.4364670159296333,0.8338625063270441
1_1.png,1B_15_1.png,0.6947422058641562,0.5162041693981505,0.39399614706555197,0.8204417529352775
1_1.png,1B_15_2.png,0.6008623521026792,0.5888737515174556,0.4295901614542809,0.8316167242054022
1_1.png,1B_15_3.png,0.667463940341762,0.60004825697363,0.4397952202207374,0.8431284638646732
1_1.png,1B_15_4.png,0.5238266933176868,0.6440189273117314,0.7146040142350558,0.8203606423992169
1_1.png,1B_16_1.png,0.7477496679761133,0.553982080008882,0.410776837792169,0.8517368366316975
1_1.png,1B_16_2.png,0.788164132065277,0.6447001636650123,0.479653932405644,0.8636972247922584
1_1.png,1B_16_3.png,0.7350266282454555,0.6363846871967889,0.4372664167170062,0.8646233575367976
1_1.png,1B_16_4.png,0.520610396705879,0.6311372877023725,0.495969337743043,0.8537846179747147
1_1.png,1B_17_1.png,0.6910395785374943,0.6155199934783148,0.38809921942394665,0.8303308317949504
1_1.png,1B_17_2.png,0.6901722757271506,0.6267777684406167,0.43154794049436535,0.8287712267454821
1_1.png,1B_17_3.png,0.6755911288955071,0.543192013033754,0.3924761478706412,0.8152374604535145
1_1.png,1B_17_4.png,0.5929919429645433,0.6284018516428079,0.4504932372291185,0.835026338481535
1_1.png,1B_18_1.png,0.6051387687122752,0.5496647418880257,0.45708021271656746,0.8306825448661614
1_1.png,1B_18_2.png,0.6639667012795532,0.6108042293478239,0.39485587935646754,0.8357699689438887
1_1.png,1B_18_3.png,0.4921102722287356,0.5715175233681882,0.45960085155758956,0.7920575713895353
1_1.png,1B_18_4.png,0.6665170889538108,0.6102066996109391,0.4656731521387772,0.8472662464286365
1_2.png,1A_1.jpg,0.655859072779812,0.795465505497809,0.6934113606279065,0.8224092990729804
1_2.png,1A_10.jpg,0.9132819449979521,0.5525425666175172,0.36526195513037657,0.5222711734933859
1_2.png,1A_2.jpg,0.8844475659915871,0.7707873525203615,0.8979506169578018,0.9542821556272686
1_2.png,1A_3.jpg,0.8399941480622932,0.7789783618396616,0.7496249295327284,0.9581084674881304
1_2.png,1A_4.jpg,0.8150005681196232,0.722686317978706,0.8809380029638225,0.9202287445523984
1_2.png,1A_5.jpg,0.8778214263065378,0.7622850114124027,0.9258022891622876,0.8819050498844022
1_2.png,1A_6.jpg,0.6902748280966251,0.5645870307853483,0.44082112347482144,0.6833235387544939
1_2.png,1A_7.jpg,0.7778705220915672,0.6962445343458847,0.8350151213987049,0.8956566913054176
1_2.png,1A_8.jpg,0.7380965102624737,0.7910416217490334,0.8046126613322919,0.9480088303378864
1_2.png,1A_9.jpg,0.8802985313996546,0.801102260963791,0.8367084189057883,0.9505453312937059
1_2.png,1B_1.JPG,0.7667086438135455,0.6541025148155794,0.5736424510327489,0.8507059700156132
1_2.png,1B_10.JPG,0.8396234197518679,0.7538081319775776,0.8182469118982783,0.9561275064040579
1_2.png,1B_2.JPG,0.8106045149707706,0.7506073920373152,0.5408465736319523,0.9331747606759743
1_2.png,1B_3.JPG,0.7430159434412444,0.8525411787924148,0.5818258523119425,0.8384613735206253
1_2.png,1B_4.JPG,0.8661982300831924,0.7697555537318344,0.6700238181447865,0.9560510262357215
1_2.png,1B_5.JPG,0.782777296939325,0.7497541527934242,0.5203738157359601,0.9424446878863701
1_2.png,1B_6.JPG,0.856927785485423,0.6942184189743448,0.8770516235143188,0.9132243655284841
1_2.png,1B_7.JPG,0.8727785927488283,0.8103486730261111,0.9065126712009933,0.9608660234581777
1_2.png,1B_8.JPG,0.7457413067322871,0.6740556150693328,0.5012295555402727,0.9128875163551868
1_2.png,1B_9.JPG,0.6079135057199049,0.674301052485032,0.6463729987510323,0.894183912998982
1_2.png,1A_11.png,0.32645587550512273,0.70589461774106,0.9558463740745452,0.85386448856447
1_2.png,1A_12.png,0.32645587550512273,0.70589461774106,0.9558463740745452,0.85386448856447
1_2.png,1A_13.png,0.29904887401504593,0.7223372854293991,0.936155483018141,0.8339056218959997
1_2.png,1B_11.png,0.6292098128641892,0.7143086625748046,0.9283484593051419,0.9817064841019553
1_2.png,1B_12_1.png,0.4785273478695795,0.6474616077855458,0.8904657628044851,0.8926411847707922
1_2.png,1B_12_2.png,0.6282378629207238,0.7160451923935383,0.9296192689787648,0.9822788484858433
1_2.png,1B_12_3.png,0.5820533873150783,0.6827172828701185,0.9711780044789697,0.9041941164525811
1_2.png,1B_12_4.png,0.44218834953470443,0.7668777290023429,0.9602476626624373,0.8734377877386775
1_2.png,1B_13_1.png,0.8214231987019277,0.730946172165277,0.9477982920412349,0.9264210891652286
1_2.png,1B_13_2.png,0.7843134221595194,0.7893132877478319,0.8612872659863152,0.969598044499705
1_2.png,1B_13_3.png,0.8091958529966556,0.7617968685201818,0.8017372946659479,0.9475445884662688
1_2.png,1B_13_4.png,0.7786365805134841,0.8488339373286596,0.9693246260440173,0.8668724191566811
1_2.png,1B_14.png,0.7563069122548345,0.7124190348845685,0.9157921449871432,0.9420243288653407
1_2.png,1B_15_1.png,0.7311800379797831,0.7230044249765244,0.8516691594681346,0.9330291931793483
1_2.png,1B_15_2.png,0.731185469885948,0.7169516498126054,0.9159708306382346,0.9433936999738814
1_2.png,1B_15_3.png,0.7746284078252695,0.671985460838253,0.9589731052747843,0.9625329663391764
1_2.png,1B_15_4.png,0.6796633581137023,0.7334063380333251,0.4692205642389261,0.9249062712156689
1_2.png,1B_16_1.png,0.7367485163428326,0.7417208310034445,0.9492897483783961,0.9670340715249042
1_2.png,1B_16_2.png,0.7858376770175407,0.8285762804954077,0.9176573019519054,0.9320547791181873
1_2.png,1B_16_3.png,0.814869724042021,0.7599057109440063,0.9411017293801297,0.9175284975817152
1_2.png,1B_16_4.png,0.6143898724605665,0.7658553280845861,0.9495767161955793,0.8845299338612538
1_2.png,1B_17_1.png,0.810231926005289,0.7444020653897292,0.9278196300860692,0.9464587888454643
1_2.png,1B_17_2.png,0.8220874881292897,0.7613892631949111,0.9437606655612191,0.926369276095927
1_2.png,1B_17_3.png,0.7726789063933905,0.7867024281147577,0.9373199513061521,0.9184812876178393
1_2.png,1B_17_4.png,0.7475945849083844,0.7548914005002071,0.9087967690555802,0.9504902896390015
1_2.png,1B_18_1.png,0.669430553929819,0.6500930116012343,0.9375076716249955,0.9370227974066879
1_2.png,1B_18_2.png,0.7948645523423359,0.7115652492528419,0.9199375182455322,0.9416736901551007
1_2.png,1B_18_3.png,0.6964524470457718,0.69607646544769,0.9261954645181533,0.895860187922326
