Final_Submission,Inspiration,Color_Similarity,ResNet_Similarity,Dino_Similarity,Contrast_Similarity
1_2.png,1B_18_4.png,0.7424167243715682,0.7151031104875976,0.9615827857857603,0.9647795137650392
1_5.png,1A_1.jpg,0.6269767356234147,0.7918498386352806,0.6564629156962518,0.7422968684294073
1_5.png,1A_10.jpg,0.9334885339838889,0.6018952664126983,0.44858227115268134,0.5950066666781966
1_5.png,1A_2.jpg,0.8664864194512425,0.6843825637151051,0.868286322708444,0.934081077839446
1_5.png,1A_3.jpg,0.8245765646037213,0.8127931029244971,0.7910668835868084,0.8783673617620212
1_5.png,1A_4.jpg,0.8570013129116691,0.7617306463145211,0.8029295361918624,0.8270900453786159
1_5.png,1A_5.jpg,0.9052291482014924,0.7708549953343943,0.8362607009260875,0.969521586216171
1_5.png,1A_6.jpg,0.6753009241092123,0.6894217894442023,0.5047262061923494,0.7564769008415784
1_5.png,1A_7.jpg,0.754766096285083,0.7190095649561704,0.8367264882412919,0.8925377960291198
1_5.png,1A_8.jpg,0.7228305756551577,0.7582715742056423,0.8040875129037849,0.92798031536064
1_5.png,1A_9.jpg,0.839570621294268,0.851280989888656,0.8507885135944602,0.9313005044388574
1_5.png,1B_1.JPG,0.8397658403882152,0.7534032585914843,0.5697371322426987,0.8813877757204448
1_5.png,1B_10.JPG,0.8181216633391892,0.8191728365691696,0.8235176701412185,0.9523551788359514
1_5.png,1B_2.JPG,0.7837437736874404,0.7414811852988015,0.5042889951966267,0.9434817396614644
1_5.png,1B_3.JPG,0.7274421851385897,0.800453589325505,0.6176934832866215,0.9278279297019003
1_5.png,1B_4.JPG,0.8470184889649595,0.7994798169251063,0.5843159405912705,0.9279074988533257
1_5.png,1B_5.JPG,0.764443142516655,0.7451683196902112,0.4459925003724917,0.9562645335673791
1_5.png,1B_6.JPG,0.8649744383116733,0.7668405746295299,0.7597569413373249,0.9811017045001622
1_5.png,1B_7.JPG,0.9063319954310067,0.8250990683103907,0.7835995633812768,0.867692620249958
1_5.png,1B_8.JPG,0.7850559579355774,0.7144338946666974,0.45703092358472147,0.9731927285070355
1_5.png,1B_9.JPG,0.5880064459713232,0.7421735679639262,0.7176305610084468,0.8111558389986551
1_5.png,1A_11.png,0.2552978719905751,0.6355737383713643,0.8468455838171766,0.7705887510519661
1_5.png,1A_12.png,0.2552978719905751,0.6355737383713643,0.8468455838171766,0.7705887510519661
1_5.png,1A_13.png,0.2264837974197371,0.6784679153959963,0.8757329635633437,0.7512424595379573
1_5.png,1B_11.png,0.6706902833888487,0.7254197870420628,0.8453023956417028,0.9218761673442081
1_5.png,1B_12_1.png,0.4632614132622636,0.6613397495292596,0.7772338034068175,0.8026534379655518
1_5.png,1B_12_2.png,0.6697380599655299,0.7288889126871146,0.8478952114395422,0.9211403069389293
1_5.png,1B_12_3.png,0.515151016487182,0.6454708983457452,0.8553409153659344,0.8202597597103712
1_5.png,1B_12_4.png,0.42624280396204467,0.7221467053523825,0.9042254948670244,0.7842740257123912
1_5.png,1B_13_1.png,0.815399237604704,0.7684635650560501,0.8522360681386943,0.9575181499233153
1_5.png,1B_13_2.png,0.8014885258901582,0.7638322724849249,0.7189967366194498,0.8794848187442166
1_5.png,1B_13_3.png,0.7910304689999204,0.7727367550397994,0.6465873546088771,0.853818961438846
1_5.png,1B_13_4.png,0.8096847668696482,0.7756883421270813,0.8827312841273592,0.9530008558844538
1_5.png,1B_14.png,0.737881111414597,0.6985243922282232,0.8078234484043549,0.8519111883765764
1_5.png,1B_15_1.png,0.7426302080771001,0.6932357950910113,0.7234756564265427,0.8546391534130153
1_5.png,1B_15_2.png,0.713118609963462,0.7103699712239383,0.8002921493664474,0.8515751742886424
1_5.png,1B_15_3.png,0.7689766432289795,0.7134506151179613,0.8359396021418418,0.86843834119772
1_5.png,1B_15_4.png,0.6550827872664647,0.7235312521274976,0.41037998164573775,0.8354301801989923
1_5.png,1B_16_1.png,0.7728299572487545,0.7400068123635328,0.8563150533199737,0.9048839333496256
1_5.png,1B_16_2.png,0.8160244318317202,0.811399486111313,0.8475236523628159,0.95678998424533
1_5.png,1B_16_3.png,0.8172252711012468,0.7298136194598869,0.8082033059907199,0.9645903252982232
1_5.png,1B_16_4.png,0.5994162609204854,0.7122096590660112,0.8240498455335323,0.9332141025030974
1_5.png,1B_17_1.png,0.7956787582880671,0.6738223074635813,0.8432809723865667,0.8708047186136634
1_5.png,1B_17_2.png,0.8060791038896473,0.7005729095010179,0.8536537748176152,0.8650128738406916
1_5.png,1B_17_3.png,0.7596368620442586,0.7423523460636964,0.8347658314922198,0.8449145085606172
1_5.png,1B_17_4.png,0.7231983813863011,0.7667168724235764,0.8417792098358218,0.8788882517481215
1_5.png,1B_18_1.png,0.6656126537126462,0.71256087716666,0.8569142191005807,0.8434094156004889
1_5.png,1B_18_2.png,0.7781261249581343,0.6913835403287222,0.8300655957869402,0.8836673800659371
1_5.png,1B_18_3.png,0.6239347328116399,0.7004223250135586,0.7829881506066062,0.810703043212742
1_5.png,1B_18_4.png,0.7409176623130207,0.7125476545810413,0.8527009185253911,0.9072833402808667
1_6.png,1A_1.jpg,0.5934167417885641,0.8027594552688124,0.7372748733333305,0.9107048509716593
1_6.png,1A_10.jpg,0.9011717156451993,0.5134145316653059,0.42247131173010977,0.4695028915016699
1_6.png,1A_2.jpg,0.8647941280198618,0.7671008737943542,0.809173227766475,0.8573765232230396
1_6.png,1A_3.jpg,0.8283273322449604,0.7330117367385389,0.7420615741551683,0.912310173442907
1_6.png,1A_4.jpg,0.8910058070148151,0.7502461204004935,0.893515331249777,0.9691161703975819
1_6.png,1A_5.jpg,0.9265660070240799,0.7820866529581602,0.8450355717874327,0.7831539593629461
1_6.png,1A_6.jpg,0.6736214826940286,0.5506685656193759,0.4683529684408932,0.6167021776554626
1_6.png,1A_7.jpg,0.7503144754058572,0.7346232530205139,0.8912126286719679,0.8445050938170251
1_6.png,1A_8.jpg,0.7227736843064357,0.7648624321099454,0.7554847481130864,0.8519336479028636
1_6.png,1A_9.jpg,0.8338298285857151,0.8331423343589758,0.8640805175613151,0.8535716118501773
1_6.png,1B_1.JPG,0.8454676159665883,0.6700685137562427,0.6691239652367064,0.7890188275999858
1_6.png,1B_10.JPG,0.8146324573806437,0.7388467217112342,0.7848253335630703,0.8566752851437257
1_6.png,1B_2.JPG,0.7549843274808434,0.7407151495534536,0.6741788283821107,0.8333707647517926
1_6.png,1B_3.JPG,0.717759866113123,0.8538430024492382,0.6799436825658776,0.7419906994028265
1_6.png,1B_4.JPG,0.8413140467331292,0.8199932925429316,0.7018941105652766,0.872583077812719
1_6.png,1B_5.JPG,0.761527495914842,0.7730578125319295,0.6077537425964765,0.8441887942451574
1_6.png,1B_6.JPG,0.8726017604124985,0.7031425714912968,0.7759825353849243,0.8135835404345497
1_6.png,1B_7.JPG,0.918097018326564,0.7966710556180199,0.8832326078023873,0.9350423453652055
1_6.png,1B_8.JPG,0.8275037135579159,0.6753376594865113,0.60350222872287,0.8146212986358375
1_6.png,1B_9.JPG,0.5742242703496218,0.6675701007397108,0.6431296199515979,0.9810534903800094
1_6.png,1A_11.png,0.24940863935190785,0.6672578947305156,0.904924510457155,0.9343780782946762
1_6.png,1A_12.png,0.24940863935190785,0.6672578947305156,0.904924510457155,0.9343780782946762
1_6.png,1A_13.png,0.22078202184136428,0.6439546721022785,0.8928178548993374,0.919795943365963
1_6.png,1B_11.png,0.7161996684414248,0.731756356047732,0.9195513698534734,0.8832012787085206
1_6.png,1B_12_1.png,0.46802931645908635,0.6350030909159853,0.889811719782719,0.9722135425774754
1_6.png,1B_12_2.png,0.7152822610353778,0.738394421861021,0.9209588372422756,0.8838237586236709
1_6.png,1B_12_3.png,0.5094492409088089,0.6647610115999231,0.9081117404695985,0.9494425796495031
1_6.png,1B_12_4.png,0.43053784043997534,0.6891110040433792,0.8978294854864627,0.9668691827361972
1_6.png,1B_13_1.png,0.8251767618195057,0.7194246011560037,0.8606228498275008,0.8281296918923674
1_6.png,1B_13_2.png,0.8362354085271397,0.7723937327566829,0.8860812050828001,0.9246048757306824
1_6.png,1B_13_3.png,0.7922257839912143,0.7084188202634267,0.7931213001101048,0.9444696005135125
1_6.png,1B_13_4.png,0.8509726414293675,0.8156636060569933,0.9252195196305635,0.7741400672632958
1_6.png,1B_14.png,0.7363562868062011,0.6954257175356291,0.8782574505035934,0.9560008668506893
1_6.png,1B_15_1.png,0.7742739809495937,0.6345489333471315,0.7845085848040383,0.9303820166909643
1_6.png,1B_15_2.png,0.7141062173379521,0.7143709507880497,0.8784706686625361,0.9538675385548807
1_6.png,1B_15_3.png,0.7731995652998741,0.727555944923669,0.9007294130643987,0.9298045436636229
1_6.png,1B_15_4.png,0.6495532216055128,0.6966373871995973,0.5784281145408818,0.9676878270313481
1_6.png,1B_16_1.png,0.8153959528713055,0.6846528071385353,0.9200889660464384,0.8941955035794265
1_6.png,1B_16_2.png,0.8539093563212934,0.8334810948169763,0.9369371490873348,0.8317342306000596
1_6.png,1B_16_3.png,0.8296834582450479,0.7449542449362688,0.8798203811011914,0.8167652598685088
1_6.png,1B_16_4.png,0.5945008165553627,0.7463317979470898,0.8958003660328714,0.8055824885102543
1_6.png,1B_17_1.png,0.8019188314928121,0.6708958542167317,0.8470930667901112,0.919318187278652
1_6.png,1B_17_2.png,0.8120095428737731,0.7378743699192079,0.866840240480436,0.9110622699234812
1_6.png,1B_17_3.png,0.7681337589477869,0.7271166491039404,0.8714896143524462,0.92983765005394
1_6.png,1B_17_4.png,0.7191146279690745,0.7485870683768314,0.8772816394629332,0.9121871522990384
1_6.png,1B_18_1.png,0.6859313002685358,0.6810780100861009,0.9232490251321617,0.9505533640743208
1_6.png,1B_18_2.png,0.780874817223685,0.673658063280235,0.8440353336821104,0.8998250307824247
1_6.png,1B_18_3.png,0.6182329572332669,0.6647388282538024,0.8654611486407211,0.9540688607857302
1_6.png,1B_18_4.png,0.7550495024876283,0.6936379365379272,0.8949644250337022,0.8868262843465965
1_7.png,1A_1.jpg,0.6396379722291828,0.8176400001355042,0.6619924000542179,0.8658923672163877
1_7.png,1A_10.jpg,0.9318528606601061,0.6183345464964574,0.40635905257019683,0.5211419797083757
1_7.png,1A_2.jpg,0.8776447748228512,0.6631780167629603,0.8693643928033615,0.9092293537715602
1_7.png,1A_3.jpg,0.8345462526484646,0.6991815875167426,0.7694461205751532,0.9412840484500559
1_7.png,1A_4.jpg,0.8507146572206591,0.7267201900905135,0.825670598004742,0.9446396118182135
1_7.png,1A_5.jpg,0.900084215330319,0.790894315588587,0.8571291772696089,0.8452518688013999
1_7.png,1A_6.jpg,0.6859364152899174,0.6779736529600179,0.4809875162892758,0.6743769258802866
1_7.png,1A_7.jpg,0.7692918018494446,0.6061796027082915,0.8264194046527048,0.8855172433829256
1_7.png,1A_8.jpg,0.7329760475561745,0.7213695232951908,0.7940909541920007,0.9011653718935747
1_7.png,1A_9.jpg,0.856592924081936,0.7964105378980613,0.8464773039902269,0.9040844532489587
1_7.png,1B_1.JPG,0.8227435376005471,0.7479246277650913,0.5731851629975778,0.8331353263419397
1_7.png,1B_10.JPG,0.8303233488703174,0.8021582100946464,0.828325451854477,0.9166620411050828
1_7.png,1B_2.JPG,0.7968198662446098,0.7253958552548686,0.49360272325632304,0.8867089868003231
1_7.png,1B_3.JPG,0.7383298190250484,0.8313082196728252,0.5982230381233615,0.8029226888983303
1_7.png,1B_4.JPG,0.8606803763504408,0.8341415684325084,0.5835458188197599,0.9256979647174466
1_7.png,1B_5.JPG,0.7760409532185935,0.7708788178440213,0.4528886288057146,0.904722130085888
1_7.png,1B_6.JPG,0.8712363657617362,0.6737568502008904,0.7998032734558774,0.8741232258869103
1_7.png,1B_7.JPG,0.9027599386432539,0.738328855320763,0.8201318112851648,0.9601479803156915
1_7.png,1B_8.JPG,0.7785145556403104,0.7436946024203451,0.47080875844449677,0.8735356279065947
1_7.png,1B_9.JPG,0.6002525417556807,0.7770232768867346,0.6639848454490833,0.9367880257875698
1_7.png,1A_11.png,0.27232017477824316,0.5950383176325146,0.8693955122145067,0.8932217624862919
1_7.png,1A_12.png,0.27232017477824316,0.5950383176325146,0.8693955122145067,0.8932217624862919
1_7.png,1A_13.png,0.2435061002074055,0.6069495724460549,0.8778160233295865,0.8747070357399027
1_7.png,1B_11.png,0.6638658083264728,0.6634307757756549,0.8306735285414396,0.9396076592576122
1_7.png,1B_12_1.png,0.4734068851632801,0.5667283247126081,0.7660753864221507,0.9265299264482832
1_7.png,1B_12_2.png,0.6629135849031542,0.6705127270664907,0.8300599742158946,0.9400364962770152
1_7.png,1B_12_3.png,0.53217331927485,0.6146145195573516,0.8747643133334202,0.9369181139775795
1_7.png,1B_12_4.png,0.4368439222999398,0.6689584722296743,0.9085557107352689,0.9104331028411567
1_7.png,1B_13_1.png,0.8222686828307868,0.6747781583429762,0.8865688094475385,0.888090098190034
1_7.png,1B_13_2.png,0.8004540068166208,0.7144508326895974,0.745106524881387,0.95966839386351
1_7.png,1B_13_3.png,0.8018797278474994,0.7122396011193957,0.6603252026984175,0.9538148892205206
1_7.png,1B_13_4.png,0.8045181247189415,0.7166202109516011,0.8993556081784052,0.8381510651823104
1_7.png,1B_14.png,0.7488212765305131,0.6513731982997721,0.8234234419027403,0.970639133894367
1_7.png,1B_15_1.png,0.7432162269771952,0.6592817251081274,0.7500307534234466,0.9563165510333668
1_7.png,1B_15_2.png,0.7239684922231348,0.6682878358004019,0.8184436668848732,0.9661387266904761
1_7.png,1B_15_3.png,0.777783886092525,0.6324247959979058,0.8540238615781152,0.9552365047725083
1_7.png,1B_15_4.png,0.6688050423885712,0.7408171055235548,0.4035782822213875,0.9576083072749881
1_7.png,1B_16_1.png,0.7675320852195313,0.6505546000446508,0.8711483046818224,0.9502278693665492
1_7.png,1B_16_2.png,0.8120689457020535,0.7449123916280708,0.8438436648788423,0.8904587288785121
1_7.png,1B_16_3.png,0.8225041739022867,0.7321178462396879,0.833867450900366,0.8761241714035396
1_7.png,1B_16_4.png,0.6098844712303434,0.6207936195888344,0.8386706148945514,0.8681176784811891
1_7.png,1B_17_1.png,0.8051857952089898,0.6706899752803216,0.8586423837328395,0.9590987790184508
1_7.png,1B_17_2.png,0.8155855173984763,0.6771696978988875,0.8731734087275239,0.9503421898004512
1_7.png,1B_17_3.png,0.7691066046010243,0.638977188198591,0.846265357377116,0.9494949378593887
1_7.png,1B_17_4.png,0.7374279958316952,0.720084856216402,0.8449913353771813,0.9577158607844911
1_7.png,1B_18_1.png,0.6715208379296734,0.6343485182890761,0.8649353979010307,0.9471465964049346
1_7.png,1B_18_2.png,0.788466601285817,0.6624094676335691,0.8543554004228741,0.948761130284436
1_7.png,1B_18_3.png,0.640957035599308,0.6544523123078558,0.8349626534022796,0.930391461464561
1_7.png,1B_18_4.png,0.7469021928147961,0.695660664304887,0.8798083348775223,0.9410174240392273
2_1.png,2A_1.jpg,0.7926642849044875,0.8709484385820191,0.8258227819637612,0.8256596392737288
2_1.png,2A_10.jpg,0.7449852925897497,0.8084960904311208,0.5638893598860097,0.9241060519844748
2_1.png,2A_2.jpg,0.6633168516714936,0.7694570074185262,0.7535810432325832,0.90796632278514
2_1.png,2A_3.jpg,0.8035873029965627,0.7666401595714746,0.7133627178094222,0.7225396016169183
2_1.png,2A_4.jpg,0.7652997774466309,0.5842113148397078,0.34082274385921363,0.8025378348052243
2_1.png,2A_5.jpg,0.8275233990049877,0.7813160275549942,0.6835315833622476,0.7520024642465517
2_1.png,2A_6.jpg,0.844258521260087,0.6925075693838789,0.38470114703556185,0.8911419368228664
2_1.png,2A_7.jpg,0.8438843062955682,0.7622461085985163,0.6212153306232061,0.9480108677115816
2_1.png,2A_8.jpg,0.6464952183469013,0.45254277424489475,0.3556030587603831,0.4272488413394395
2_1.png,2A_9.jpg,0.7947269009818374,0.6322079893047859,0.4058717493610502,0.7251189425784117
2_1.png,2B_1.jpg,0.818121472852868,0.7356592043565906,0.46039359346021214,0.7654760911452748
2_1.png,2B_10.jpg,0.7684206304637008,0.5898620578342781,0.33333447660919074,0.7152254155060321
2_1.png,2B_2.jpg,0.6659433523432207,0.6699291848581943,0.34054895996460144,0.6245106569717795
2_1.png,2B_3.jpg,0.7546391190211196,0.7032505377275883,0.30568357479918956,0.6346333569822159
2_1.png,2B_4.jpg,0.7432540762801498,0.5604718561636208,0.27853490013099175,0.6764938516265573
2_1.png,2B_5.jpg,0.8000953774590942,0.7088003082501613,0.6005422038735183,0.6605837608534729
2_1.png,2B_6.jpg,0.7769282853390157,0.7887164136763498,0.9003063229197548,0.7110339655931954
2_1.png,2B_7.jpg,0.7915321329143581,0.7962941572891034,0.8176177644054282,0.6692203355489856
2_1.png,2B_8.jpg,0.7096880130858859,0.7316383362752675,0.3486689512608702,0.7910436243931502
2_1.png,2B_9.jpg,0.6680040698100003,0.7044772876958159,0.32026506008635447,0.6793433210052138
2_1.png,2A_11.png,0.817778580350543,0.6381413240878684,0.8754965898855704,0.8911201692839676
2_1.png,2A_12.png,0.7364152244948928,0.5814093287417814,0.31013699676618284,0.7258472793992388
2_1.png,2A_13.png,0.6658303313669576,0.6469146735622269,0.40208274355287144,0.6887393072449923
2_1.png,2A_14.png,0.8134291738363034,0.7140845342846892,0.39649182345419315,0.7407732971002386
2_1.png,2A_15.png,0.7174606074691056,0.7048345160626549,0.3525588441922775,0.868473458513548
2_1.png,2A_16.png,0.8692624364581721,0.8519907476869486,0.9210093644582208,0.9618548200229989
2_1.png,2B_11.png,0.9281998361253048,0.6632429276378157,0.40477490723424825,0.8502048317092519
2_1.png,2B_12.png,0.6549758237591456,0.6195328842972397,0.4238839991491684,0.7450531283103101
2_1.png,2B_13.png,0.7056481966329491,0.737801153949253,0.3975943875372379,0.7877829995223745
2_1.png,2B_14.png,0.7276512897280696,0.6477869271027927,0.2677758154609549,0.8239043217063778
2_1.png,2B_15.png,0.6243322670119276,0.7260093395165494,0.286759576457118,0.8351396242086858
