image1,image2,resnet cosine similarity
final_submissions/23/1.jpg,ai/23A_11.png,0.9298340678215028
final_submissions/23/1.jpg,ai/23A_12.png,0.9328808784484864
final_submissions/23/1.jpg,ai/23A_13.png,0.904076874256134
final_submissions/23/1.jpg,ai/23A_14.png,0.8768628835678101
final_submissions/23/1.jpg,ai/23A_15.png,0.8669458329677582
final_submissions/23/1.jpg,ai/23A_16.png,0.8939917087554932
final_submissions/23/1.jpg,web/23A_1.png,0.8024537861347198
final_submissions/23/1.jpg,web/23A_10.png,0.8547763824462891
final_submissions/23/1.jpg,web/23A_2.png,0.779376745223999
final_submissions/23/1.jpg,web/23A_3.png,0.8251000642776489
final_submissions/23/1.jpg,web/23A_4.png,0.8481481969356537
final_submissions/23/1.jpg,web/23A_5.png,0.818217933177948
final_submissions/23/1.jpg,web/23A_6.png,0.8473958969116211
final_submissions/23/1.jpg,web/23A_7.png,0.8646969497203827
final_submissions/23/1.jpg,web/23A_8.png,0.8200286030769348
final_submissions/23/1.jpg,web/23A_9.png,0.7902873158454895
final_submissions/23/1.jpg,web/23B_1.jpg,0.834406852722168
final_submissions/23/1.jpg,web/23B_10.jpg,0.8791698813438416
final_submissions/23/1.jpg,web/23B_2.jpg,0.8598579168319702
final_submissions/23/1.jpg,web/23B_3.png,0.8256484866142273
final_submissions/23/1.jpg,web/23B_4.jpg,0.8983943462371826
final_submissions/23/1.jpg,web/23B_5.jpg,0.8044355511665344
final_submissions/23/1.jpg,web/23B_6.jpg,0.8657808899879456
final_submissions/23/1.jpg,web/23B_7.jpg,0.8674038648605347
final_submissions/23/1.jpg,web/23B_8.jpg,0.8680497407913208
final_submissions/23/1.jpg,web/23B_9.jpg,0.8516709804534912
final_submissions/23/10.jpg,ai/23A_11.png,0.8353704810142517
final_submissions/23/10.jpg,ai/23A_12.png,0.8541528880596161
final_submissions/23/10.jpg,ai/23A_13.png,0.809056282043457
final_submissions/23/10.jpg,ai/23A_14.png,0.7975624799728394
final_submissions/23/10.jpg,ai/23A_15.png,0.8124841153621674
final_submissions/23/10.jpg,ai/23A_16.png,0.8133298754692078
final_submissions/23/10.jpg,web/23A_1.png,0.8302972316741943
final_submissions/23/10.jpg,web/23A_10.png,0.8100050091743469
final_submissions/23/10.jpg,web/23A_2.png,0.850544810295105
final_submissions/23/10.jpg,web/23A_3.png,0.8396974503993988
final_submissions/23/10.jpg,web/23A_4.png,0.8287515640258789
final_submissions/23/10.jpg,web/23A_5.png,0.8595387935638428
final_submissions/23/10.jpg,web/23A_6.png,0.813055694103241
final_submissions/23/10.jpg,web/23A_7.png,0.8494893908500671
final_submissions/23/10.jpg,web/23A_8.png,0.8380361497402191
final_submissions/23/10.jpg,web/23A_9.png,0.8165971338748932
final_submissions/23/10.jpg,web/23B_1.jpg,0.8410657644271851
final_submissions/23/10.jpg,web/23B_10.jpg,0.8242862224578857
final_submissions/23/10.jpg,web/23B_2.jpg,0.8819790482521057
final_submissions/23/10.jpg,web/23B_3.png,0.8270332217216492
final_submissions/23/10.jpg,web/23B_4.jpg,0.8723325431346893
final_submissions/23/10.jpg,web/23B_5.jpg,0.8669254779815674
final_submissions/23/10.jpg,web/23B_6.jpg,0.8428536951541901
final_submissions/23/10.jpg,web/23B_7.jpg,0.8321239948272705
final_submissions/23/10.jpg,web/23B_8.jpg,0.8301874697208405
final_submissions/23/10.jpg,web/23B_9.jpg,0.8343517780303955
final_submissions/23/11.jpg,ai/23A_11.png,0.8779645562171936
final_submissions/23/11.jpg,ai/23A_12.png,0.8886600732803345
final_submissions/23/11.jpg,ai/23A_13.png,0.8515951633453369
final_submissions/23/11.jpg,ai/23A_14.png,0.8650752305984497
final_submissions/23/11.jpg,ai/23A_15.png,0.8683525919914246
final_submissions/23/11.jpg,ai/23A_16.png,0.8590901494026184
final_submissions/23/11.jpg,web/23A_1.png,0.854270339012146
final_submissions/23/11.jpg,web/23A_10.png,0.8526415824890137
final_submissions/23/11.jpg,web/23A_2.png,0.8854026794433594
final_submissions/23/11.jpg,web/23A_3.png,0.8998216688632965
final_submissions/23/11.jpg,web/23A_4.png,0.8750842809677124
final_submissions/23/11.jpg,web/23A_5.png,0.8748843669891357
final_submissions/23/11.jpg,web/23A_6.png,0.8582623600959778
final_submissions/23/11.jpg,web/23A_7.png,0.868209958076477
final_submissions/23/11.jpg,web/23A_8.png,0.8580443859100342
final_submissions/23/11.jpg,web/23A_9.png,0.8474473059177399
final_submissions/23/11.jpg,web/23B_1.jpg,0.8732360005378723
final_submissions/23/11.jpg,web/23B_10.jpg,0.8664565086364746
final_submissions/23/11.jpg,web/23B_2.jpg,0.9103268384933472
final_submissions/23/11.jpg,web/23B_3.png,0.8534896671772003
final_submissions/23/11.jpg,web/23B_4.jpg,0.8823971450328827
final_submissions/23/11.jpg,web/23B_5.jpg,0.8568409085273743
final_submissions/23/11.jpg,web/23B_6.jpg,0.8883760571479797
final_submissions/23/11.jpg,web/23B_7.jpg,0.8813161253929138
final_submissions/23/11.jpg,web/23B_8.jpg,0.8841583728790283
final_submissions/23/11.jpg,web/23B_9.jpg,0.8731987178325653
final_submissions/23/2.jpg,ai/23A_11.png,0.8584920763969421
final_submissions/23/2.jpg,ai/23A_12.png,0.8605205416679382
final_submissions/23/2.jpg,ai/23A_13.png,0.8614729642868042
final_submissions/23/2.jpg,ai/23A_14.png,0.8159425258636475
final_submissions/23/2.jpg,ai/23A_15.png,0.8069280982017517
final_submissions/23/2.jpg,ai/23A_16.png,0.7973495125770569
final_submissions/23/2.jpg,web/23A_1.png,0.8154841661453247
final_submissions/23/2.jpg,web/23A_10.png,0.7906856536865234
final_submissions/23/2.jpg,web/23A_2.png,0.7801154553890228
final_submissions/23/2.jpg,web/23A_3.png,0.7911955416202545
final_submissions/23/2.jpg,web/23A_4.png,0.7940707802772522
final_submissions/23/2.jpg,web/23A_5.png,0.8120132386684418
final_submissions/23/2.jpg,web/23A_6.png,0.8089573383331299
final_submissions/23/2.jpg,web/23A_7.png,0.8382493257522583
final_submissions/23/2.jpg,web/23A_8.png,0.7950604856014252
final_submissions/23/2.jpg,web/23A_9.png,0.8063405752182007
final_submissions/23/2.jpg,web/23B_1.jpg,0.8253921568393707
final_submissions/23/2.jpg,web/23B_10.jpg,0.8178643882274628
final_submissions/23/2.jpg,web/23B_2.jpg,0.8776128888130188
final_submissions/23/2.jpg,web/23B_3.png,0.794450044631958
final_submissions/23/2.jpg,web/23B_4.jpg,0.8550424873828888
final_submissions/23/2.jpg,web/23B_5.jpg,0.8074519634246826
final_submissions/23/2.jpg,web/23B_6.jpg,0.7807142734527588
final_submissions/23/2.jpg,web/23B_7.jpg,0.8095800578594208
final_submissions/23/2.jpg,web/23B_8.jpg,0.7818195819854736
final_submissions/23/2.jpg,web/23B_9.jpg,0.8394487798213959
final_submissions/23/3.jpg,ai/23A_11.png,0.8358834981918335
final_submissions/23/3.jpg,ai/23A_12.png,0.828572690486908
final_submissions/23/3.jpg,ai/23A_13.png,0.8381369709968567
final_submissions/23/3.jpg,ai/23A_14.png,0.8036561012268066
final_submissions/23/3.jpg,ai/23A_15.png,0.8147783875465393
final_submissions/23/3.jpg,ai/23A_16.png,0.8040134310722351
final_submissions/23/3.jpg,web/23A_1.png,0.794579267501831
final_submissions/23/3.jpg,web/23A_10.png,0.7752143144607544
final_submissions/23/3.jpg,web/23A_2.png,0.7887106537818909
final_submissions/23/3.jpg,web/23A_3.png,0.7927522957324982
final_submissions/23/3.jpg,web/23A_4.png,0.7948465347290039
final_submissions/23/3.jpg,web/23A_5.png,0.8023339807987213
final_submissions/23/3.jpg,web/23A_6.png,0.8135263323783875
final_submissions/23/3.jpg,web/23A_7.png,0.8357130587100983
final_submissions/23/3.jpg,web/23A_8.png,0.7838517129421234
final_submissions/23/3.jpg,web/23A_9.png,0.7999154031276703
final_submissions/23/3.jpg,web/23B_1.jpg,0.7950604557991028
final_submissions/23/3.jpg,web/23B_10.jpg,0.8283753991127014
final_submissions/23/3.jpg,web/23B_2.jpg,0.873052716255188
final_submissions/23/3.jpg,web/23B_3.png,0.7969344854354858
final_submissions/23/3.jpg,web/23B_4.jpg,0.8320478200912476
final_submissions/23/3.jpg,web/23B_5.jpg,0.8104611337184906
final_submissions/23/3.jpg,web/23B_6.jpg,0.7784720659255981
final_submissions/23/3.jpg,web/23B_7.jpg,0.7916744947433472
final_submissions/23/3.jpg,web/23B_8.jpg,0.7734859883785248
final_submissions/23/3.jpg,web/23B_9.jpg,0.8235493898391724
final_submissions/23/4.jpg,ai/23A_11.png,0.829249382019043
final_submissions/23/4.jpg,ai/23A_12.png,0.8360269069671631
final_submissions/23/4.jpg,ai/23A_13.png,0.8234871923923492
final_submissions/23/4.jpg,ai/23A_14.png,0.7997382283210754
final_submissions/23/4.jpg,ai/23A_15.png,0.8136025071144104
final_submissions/23/4.jpg,ai/23A_16.png,0.8020534515380859
final_submissions/23/4.jpg,web/23A_1.png,0.8248773515224457
final_submissions/23/4.jpg,web/23A_10.png,0.7821872234344482
final_submissions/23/4.jpg,web/23A_2.png,0.8474125564098358
final_submissions/23/4.jpg,web/23A_3.png,0.8446580767631531
final_submissions/23/4.jpg,web/23A_4.png,0.8226488530635834
final_submissions/23/4.jpg,web/23A_5.png,0.8530642986297607
final_submissions/23/4.jpg,web/23A_6.png,0.8111270666122437
final_submissions/23/4.jpg,web/23A_7.png,0.8234339654445648
final_submissions/23/4.jpg,web/23A_8.png,0.8444522023200989
final_submissions/23/4.jpg,web/23A_9.png,0.8136119544506073
final_submissions/23/4.jpg,web/23B_1.jpg,0.8182134926319122
final_submissions/23/4.jpg,web/23B_10.jpg,0.7975925803184509
final_submissions/23/4.jpg,web/23B_2.jpg,0.8762724995613098
final_submissions/23/4.jpg,web/23B_3.png,0.8067674040794373
final_submissions/23/4.jpg,web/23B_4.jpg,0.8414303958415985
final_submissions/23/4.jpg,web/23B_5.jpg,0.8252206742763519
final_submissions/23/4.jpg,web/23B_6.jpg,0.797148734331131
final_submissions/23/4.jpg,web/23B_7.jpg,0.8183493316173553
final_submissions/23/4.jpg,web/23B_8.jpg,0.7921157479286194
final_submissions/23/4.jpg,web/23B_9.jpg,0.8263078033924103
final_submissions/23/5.jpg,ai/23A_11.png,0.8300335109233856
final_submissions/23/5.jpg,ai/23A_12.png,0.8351360857486725
final_submissions/23/5.jpg,ai/23A_13.png,0.7957004308700562
final_submissions/23/5.jpg,ai/23A_14.png,0.7902281582355499
final_submissions/23/5.jpg,ai/23A_15.png,0.7958453595638275
final_submissions/23/5.jpg,ai/23A_16.png,0.7986529469490051
final_submissions/23/5.jpg,web/23A_1.png,0.8097047209739685
final_submissions/23/5.jpg,web/23A_10.png,0.7986294031143188
final_submissions/23/5.jpg,web/23A_2.png,0.8157821297645569
final_submissions/23/5.jpg,web/23A_3.png,0.8292936086654663
final_submissions/23/5.jpg,web/23A_4.png,0.8178549408912659
final_submissions/23/5.jpg,web/23A_5.png,0.8352377712726593
final_submissions/23/5.jpg,web/23A_6.png,0.8169509470462799
final_submissions/23/5.jpg,web/23A_7.png,0.8198012709617615
final_submissions/23/5.jpg,web/23A_8.png,0.8127055466175079
final_submissions/23/5.jpg,web/23A_9.png,0.8062117993831635
final_submissions/23/5.jpg,web/23B_1.jpg,0.8607134521007538
final_submissions/23/5.jpg,web/23B_10.jpg,0.839168131351471
final_submissions/23/5.jpg,web/23B_2.jpg,0.8710672557353973
final_submissions/23/5.jpg,web/23B_3.png,0.817694365978241
final_submissions/23/5.jpg,web/23B_4.jpg,0.8438927531242371
final_submissions/23/5.jpg,web/23B_5.jpg,0.8946557641029358
final_submissions/23/5.jpg,web/23B_6.jpg,0.8335083723068237
final_submissions/23/5.jpg,web/23B_7.jpg,0.8254731893539429
final_submissions/23/5.jpg,web/23B_8.jpg,0.8398180603981018
final_submissions/23/5.jpg,web/23B_9.jpg,0.8415664434432983
final_submissions/23/6.jpg,ai/23A_11.png,0.8680172562599182
final_submissions/23/6.jpg,ai/23A_12.png,0.8570881485939026
final_submissions/23/6.jpg,ai/23A_13.png,0.851530909538269
final_submissions/23/6.jpg,ai/23A_14.png,0.8312249779701233
final_submissions/23/6.jpg,ai/23A_15.png,0.8454028367996216
final_submissions/23/6.jpg,ai/23A_16.png,0.8354218304157257
final_submissions/23/6.jpg,web/23A_1.png,0.8215082883834839
final_submissions/23/6.jpg,web/23A_10.png,0.8371246457099915
final_submissions/23/6.jpg,web/23A_2.png,0.8425268828868866
final_submissions/23/6.jpg,web/23A_3.png,0.868452250957489
final_submissions/23/6.jpg,web/23A_4.png,0.8340213000774384
final_submissions/23/6.jpg,web/23A_5.png,0.857402503490448
final_submissions/23/6.jpg,web/23A_6.png,0.8444974422454834
final_submissions/23/6.jpg,web/23A_7.png,0.8447753190994263
final_submissions/23/6.jpg,web/23A_8.png,0.8367467820644379
final_submissions/23/6.jpg,web/23A_9.png,0.8284800350666046
final_submissions/23/6.jpg,web/23B_1.jpg,0.8550572395324707
final_submissions/23/6.jpg,web/23B_10.jpg,0.8473747372627258
final_submissions/23/6.jpg,web/23B_2.jpg,0.879172295331955
final_submissions/23/6.jpg,web/23B_3.png,0.8274025619029999
final_submissions/23/6.jpg,web/23B_4.jpg,0.8474245071411133
final_submissions/23/6.jpg,web/23B_5.jpg,0.8586774468421936
final_submissions/23/6.jpg,web/23B_6.jpg,0.8611432313919067
final_submissions/23/6.jpg,web/23B_7.jpg,0.8422244489192963
final_submissions/23/6.jpg,web/23B_8.jpg,0.8600764274597168
