final_photo,inspiration,similarity
data\final_submissions\1\3.png,data\web\1B_8.JPG,0.5940892249345779
data\final_submissions\1\3.png,data\web\1B_9.JPG,0.6069872826337814
data\final_submissions\1\1.png,data\ai\1A_11.png,0.7065132707357407
data\final_submissions\1\1.png,data\ai\1A_12.png,0.7065132707357407
data\final_submissions\1\1.png,data\ai\1A_13.png,0.6860100626945496
data\final_submissions\1\1.png,data\ai\1B_11.png,0.7206380218267441
data\final_submissions\1\1.png,data\ai\1B_12_1.png,0.7773995101451874
data\final_submissions\1\1.png,data\ai\1B_12_2.png,0.7212478518486023
data\final_submissions\1\1.png,data\ai\1B_12_3.png,0.7305355370044708
data\final_submissions\1\1.png,data\ai\1B_12_4.png,0.7132937610149384
data\final_submissions\1\1.png,data\ai\1B_13_1.png,0.6745050400495529
data\final_submissions\1\1.png,data\ai\1B_13_2.png,0.6772991418838501
data\final_submissions\1\1.png,data\ai\1B_13_3.png,0.6623342633247375
data\final_submissions\1\1.png,data\ai\1B_13_4.png,0.683438777923584
data\final_submissions\1\1.png,data\ai\1B_14.png,0.6874023079872131
data\final_submissions\1\1.png,data\ai\1B_15_1.png,0.6533825397491455
data\final_submissions\1\1.png,data\ai\1B_15_2.png,0.684744119644165
data\final_submissions\1\1.png,data\ai\1B_15_3.png,0.6999395489692688
data\final_submissions\1\1.png,data\ai\1B_15_4.png,0.8324640989303589
data\final_submissions\1\1.png,data\ai\1B_16_1.png,0.6608637571334839
data\final_submissions\1\1.png,data\ai\1B_16_2.png,0.6920666992664337
data\final_submissions\1\1.png,data\ai\1B_16_3.png,0.6820717304944992
data\final_submissions\1\1.png,data\ai\1B_16_4.png,0.6867069602012634
data\final_submissions\1\1.png,data\ai\1B_17_1.png,0.6356991976499557
data\final_submissions\1\1.png,data\ai\1B_17_2.png,0.6495967507362366
data\final_submissions\1\1.png,data\ai\1B_17_3.png,0.6629541218280792
data\final_submissions\1\1.png,data\ai\1B_17_4.png,0.6827768087387085
data\final_submissions\1\1.png,data\ai\1B_18_1.png,0.7297893762588501
data\final_submissions\1\1.png,data\ai\1B_18_2.png,0.6493265777826309
data\final_submissions\1\1.png,data\ai\1B_18_3.png,0.6923626363277435
data\final_submissions\1\1.png,data\ai\1B_18_4.png,0.7003580629825592
data\final_submissions\1\1.png,data\web\1A_1.jpg,0.8390694558620453
data\final_submissions\1\1.png,data\web\1A_10.jpg,0.7515818178653717
data\final_submissions\1\1.png,data\web\1A_2.jpg,0.6213653683662415
data\final_submissions\1\1.png,data\web\1A_3.jpg,0.6384819746017456
data\final_submissions\1\1.png,data\web\1A_4.jpg,0.6904844045639038
data\final_submissions\1\1.png,data\web\1A_5.jpg,0.6366407871246338
data\final_submissions\1\1.png,data\web\1A_6.jpg,0.7120475769042969
data\final_submissions\1\1.png,data\web\1A_7.jpg,0.7161127179861069
data\final_submissions\1\1.png,data\web\1A_8.jpg,0.6390250623226166
data\final_submissions\1\1.png,data\web\1A_9.jpg,0.725152313709259
data\final_submissions\1\1.png,data\web\1B_1.JPG,0.8135613799095154
data\final_submissions\1\1.png,data\web\1B_10.JPG,0.6682695001363754
data\final_submissions\1\1.png,data\web\1B_2.JPG,0.8072575926780701
data\final_submissions\1\1.png,data\web\1B_3.JPG,0.8849370777606964
data\final_submissions\1\1.png,data\web\1B_4.JPG,0.7954466044902802
data\final_submissions\1\1.png,data\web\1B_5.JPG,0.8119422793388367
data\final_submissions\1\1.png,data\web\1B_6.JPG,0.6221981793642044
data\final_submissions\1\1.png,data\web\1B_7.JPG,0.6591880619525909
data\final_submissions\1\1.png,data\web\1B_8.JPG,0.7837005257606506
data\final_submissions\1\1.png,data\web\1B_9.JPG,0.6994166076183319
data\final_submissions\1\7.png,data\ai\1A_11.png,0.8542123436927795
data\final_submissions\1\7.png,data\ai\1A_12.png,0.8542123436927795
data\final_submissions\1\7.png,data\ai\1A_13.png,0.8761628866195679
data\final_submissions\1\7.png,data\ai\1B_11.png,0.8290685713291168
data\final_submissions\1\7.png,data\ai\1B_12_1.png,0.7982456684112549
data\final_submissions\1\7.png,data\ai\1B_12_2.png,0.8263323307037354
data\final_submissions\1\7.png,data\ai\1B_12_3.png,0.8492840230464935
data\final_submissions\1\7.png,data\ai\1B_12_4.png,0.8779868483543396
data\final_submissions\1\7.png,data\ai\1B_13_1.png,0.8504553735256195
data\final_submissions\1\7.png,data\ai\1B_13_2.png,0.8019963502883911
data\final_submissions\1\7.png,data\ai\1B_13_3.png,0.7652614116668701
data\final_submissions\1\7.png,data\ai\1B_13_4.png,0.8541959822177887
data\final_submissions\1\7.png,data\ai\1B_14.png,0.8302491903305054
data\final_submissions\1\7.png,data\ai\1B_15_1.png,0.816453754901886
data\final_submissions\1\7.png,data\ai\1B_15_2.png,0.8281595706939697
data\final_submissions\1\7.png,data\ai\1B_15_3.png,0.8541306555271149
data\final_submissions\1\7.png,data\ai\1B_15_4.png,0.6378023028373718
data\final_submissions\1\7.png,data\ai\1B_16_1.png,0.8520053625106812
data\final_submissions\1\7.png,data\ai\1B_16_2.png,0.8641133606433868
data\final_submissions\1\7.png,data\ai\1B_16_3.png,0.8330214619636536
data\final_submissions\1\7.png,data\ai\1B_16_4.png,0.821591854095459
data\final_submissions\1\7.png,data\ai\1B_17_1.png,0.8463296890258789
data\final_submissions\1\7.png,data\ai\1B_17_2.png,0.834487110376358
data\final_submissions\1\7.png,data\ai\1B_17_3.png,0.8577176928520203
data\final_submissions\1\7.png,data\ai\1B_17_4.png,0.8570788502693176
data\final_submissions\1\7.png,data\ai\1B_18_1.png,0.8463804721832275
data\final_submissions\1\7.png,data\ai\1B_18_2.png,0.856738269329071
data\final_submissions\1\7.png,data\ai\1B_18_3.png,0.8298367857933044
data\final_submissions\1\7.png,data\ai\1B_18_4.png,0.8747028112411499
data\final_submissions\1\7.png,data\web\1A_1.jpg,0.7680567800998688
data\final_submissions\1\7.png,data\web\1A_10.jpg,0.6608250439167023
data\final_submissions\1\7.png,data\web\1A_2.jpg,0.841826319694519
data\final_submissions\1\7.png,data\web\1A_3.jpg,0.8227233290672302
data\final_submissions\1\7.png,data\web\1A_4.jpg,0.8359515964984894
data\final_submissions\1\7.png,data\web\1A_5.jpg,0.8386664986610413
data\final_submissions\1\7.png,data\web\1A_6.jpg,0.6911758482456207
data\final_submissions\1\7.png,data\web\1A_7.jpg,0.859555184841156
data\final_submissions\1\7.png,data\web\1A_8.jpg,0.8311821222305298
data\final_submissions\1\7.png,data\web\1A_9.jpg,0.8308658003807068
data\final_submissions\1\7.png,data\web\1B_1.JPG,0.7178318500518799
data\final_submissions\1\7.png,data\web\1B_10.JPG,0.8503267168998718
data\final_submissions\1\7.png,data\web\1B_2.JPG,0.6809577643871307
data\final_submissions\1\7.png,data\web\1B_3.JPG,0.7343334853649139
data\final_submissions\1\7.png,data\web\1B_4.JPG,0.7278595864772797
data\final_submissions\1\7.png,data\web\1B_5.JPG,0.6732603907585144
data\final_submissions\1\7.png,data\web\1B_6.JPG,0.8216945230960846
data\final_submissions\1\7.png,data\web\1B_7.JPG,0.8333698213100433
data\final_submissions\1\7.png,data\web\1B_8.JPG,0.6826516687870026
data\final_submissions\1\7.png,data\web\1B_9.JPG,0.7704127430915833
data\final_submissions\1\4.png,data\ai\1A_11.png,0.6339721083641052
data\final_submissions\1\4.png,data\ai\1A_12.png,0.6339721083641052
data\final_submissions\1\4.png,data\ai\1A_13.png,0.6551959961652756
data\final_submissions\1\4.png,data\ai\1B_11.png,0.6527093052864075
data\final_submissions\1\4.png,data\ai\1B_12_1.png,0.6486254036426544
data\final_submissions\1\4.png,data\ai\1B_12_2.png,0.6561471521854401
data\final_submissions\1\4.png,data\ai\1B_12_3.png,0.6437780857086182
data\final_submissions\1\4.png,data\ai\1B_12_4.png,0.6262015998363495
data\final_submissions\1\4.png,data\ai\1B_13_1.png,0.6387741267681122
data\final_submissions\1\4.png,data\ai\1B_13_2.png,0.634652853012085
data\final_submissions\1\4.png,data\ai\1B_13_3.png,0.609853520989418
data\final_submissions\1\4.png,data\ai\1B_13_4.png,0.6303592324256897
data\final_submissions\1\4.png,data\ai\1B_14.png,0.631157398223877
data\final_submissions\1\4.png,data\ai\1B_15_1.png,0.6265856325626373
data\final_submissions\1\4.png,data\ai\1B_15_2.png,0.6327568739652634
data\final_submissions\1\4.png,data\ai\1B_15_3.png,0.6501829028129578
data\final_submissions\1\4.png,data\ai\1B_15_4.png,0.5861580222845078
data\final_submissions\1\4.png,data\ai\1B_16_1.png,0.6299430280923843
data\final_submissions\1\4.png,data\ai\1B_16_2.png,0.6379276663064957
data\final_submissions\1\4.png,data\ai\1B_16_3.png,0.6117077618837357
data\final_submissions\1\4.png,data\ai\1B_16_4.png,0.6360427886247635
data\final_submissions\1\4.png,data\ai\1B_17_1.png,0.6108906269073486
data\final_submissions\1\4.png,data\ai\1B_17_2.png,0.6178353056311607
data\final_submissions\1\4.png,data\ai\1B_17_3.png,0.6361960172653198
data\final_submissions\1\4.png,data\ai\1B_17_4.png,0.6381213366985321
data\final_submissions\1\4.png,data\ai\1B_18_1.png,0.6467646062374115
data\final_submissions\1\4.png,data\ai\1B_18_2.png,0.6234087347984314
data\final_submissions\1\4.png,data\ai\1B_18_3.png,0.6268500536680222
data\final_submissions\1\4.png,data\ai\1B_18_4.png,0.6360054910182953
data\final_submissions\1\4.png,data\web\1A_1.jpg,0.66880863904953
data\final_submissions\1\4.png,data\web\1A_10.jpg,0.7167560011148453
data\final_submissions\1\4.png,data\web\1A_2.jpg,0.5859869122505188
data\final_submissions\1\4.png,data\web\1A_3.jpg,0.6477526277303696
data\final_submissions\1\4.png,data\web\1A_4.jpg,0.6409954726696014
data\final_submissions\1\4.png,data\web\1A_5.jpg,0.5980471074581146
data\final_submissions\1\4.png,data\web\1A_6.jpg,0.6661824882030487
data\final_submissions\1\4.png,data\web\1A_7.jpg,0.6657269597053528
data\final_submissions\1\4.png,data\web\1A_8.jpg,0.6108888238668442
data\final_submissions\1\4.png,data\web\1A_9.jpg,0.6468058526515961
data\final_submissions\1\4.png,data\web\1B_1.JPG,0.6664515435695648
data\final_submissions\1\4.png,data\web\1B_10.JPG,0.6528542786836624
